// key	ITEM_NAME_	ITEM_DESCRIPTION_
10000101	Lost Hair	Each and every stand of this hair has spiritual traces on it.
5150946	Praying Girl	In my next life, I want to be a butterfly,\so I could fly freely.
5150955	Fighting Game Geek	You're telling me...\that's who's at the top of the ranks?!
5150956	Fighting Game Geek	You're telling me...\that's who's at the top of the ranks?!
5150965	Centennial Vow	You could be happy if we were together.\Won't you put your future in my hands?
5150966	Centennial Vow	You could be happy if we were together.\Won't you put your future in my hands?
5150975	Pure Malice	What are the thoughts of the girl who dons malice beneath purest white?
5150976	Pure Malice	What are the thoughts of the girl who dons malice beneath purest white?
5150995	I'm right here.	Even if I disappear, I'm not really gone. We'll always be together, Mona.
5150996	I'm right here.	Even if I disappear, I'm not really gone. We'll always be together, Mona.
5151001	Galaxy Napping Place	Soul Enhancement material.\Increases Soul Enhance EXP.
5151005	Relaxing Beach	Hey, let's take it slow. ♥
5151006	Relaxing Beach	Hey, let's take it slow. ♥
5151015	Excuse Me..?	Make sure no one's using the changing room when you enter it.
5151016	Excuse Me..?	Make sure no one's using the changing room when you enter it.
5151025	Love's Beginning	The curtain falls on the days they passed each other by,\and a new love story begins.
5151026	Love's Beginning	The curtain falls on the days they passed each other by,\and a new love story begins.
5151035	Summer Vacation	Summer means the beach!\And the beach is for swimming!
5151036	Summer Vacation	Summer means the beach!\And the beach is for swimming!
5151055	Thrilling Poker Card	One chance to test your fate!\Which one's the Joker?!
5151056	Thrilling Poker Card	One chance to test your fate!\Which one's the Joker?!
5151085	Beach Buffet	Thank you for coming.\Shall we begin the buffet?
5151086	Beach Buffet	Thank you for coming.\Shall we begin the buffet?
5151095	Summer Date at Home	The summer heat is simply dreadful.\Why don't we stay inside?
5151096	Summer Date at Home	The summer heat is simply dreadful.\Why don't we stay inside?
5151105	Wear a Swimsuit	What's wrong with her swimsuit?\Did Sytry show her how to wear it properly?
5151106	Wear a Swimsuit	What's wrong with her swimsuit?\Did Sytry show her how to wear it properly?
5151115	Luxurious Summer	Bathory's luxurious way of enjoying summer
5151116	Luxurious Summer	Bathory's luxurious way of enjoying summer
5151125	To the Glittering Waves	This summer, I'm going surfing.
5151126	To the Glittering Waves	This summer, I'm going surfing.
5151135	The Second Death	The liar's reward is a lake of fire and brimstone.
5151136	The Second Death	The liar's reward is a lake of fire and brimstone.
5151145	Let's Play on the Beach	Can dainty Metis play in the water?\What if she's swept away by the waves?
5151146	Let's Play on the Beach	Can dainty Metis play in the water?\What if she's swept away by the waves?
5151155	Rusalka's Unrequited Love	Rusalka never hesitates when she's in water.
5151156	Rusalka's Unrequited Love	Rusalka never hesitates when she's in water.
5151165	Full Moon Luna	The moonlight that shines upon you,\I'll always be by your side.
5151166	Full Moon Luna	The moonlight that shines upon you,\I'll always be by your side.
5151175	Welcome	I've been received by strangers in my house.\What is this I'm feeling? Happiness or a sense of deja vu?
5151176	Welcome	I've been received by strangers in my house.\What is this I'm feeling? Happiness or a sense of deja vu?
5151185	End of a Long Wait	Go on, you can cry. Mr. Devil, all I need is you.
5151186	End of a Long Wait	Go on, you can cry. Mr. Devil, all I need is you.
5151215	What They Lost	The decisions of the mindless Titania and Mitra, who's determined not to lose anything anymore
5151216	What They Lost	The decisions of the mindless Titania and Mitra, who's determined not to lose anything anymore
5151235	Warm Reprieve	I'm just relaxing for a bit. Why don't you join me?
5151236	Warm Reprieve	I'm just relaxing for a bit. Why don't you join me?
5151245	Wake Up Now	If I say this was the best I could come up with to save him from Hell, would he believe me?
5151246	Wake Up Now	If I say this was the best I could come up with to save him from Hell, would he believe me?
5151255	Sweet Composer	Not to be outdone by Venus♥,\she takes on being a pretty, sweet, devi-sexy songwriter!
5151256	Sweet Composer	Not to be outdone by Venus♥,\she takes on being a pretty, sweet, devi-sexy songwriter!
5151265	Fitting	Which outfit should I wear for our next concert?\They're both so cute I can't decide!
5151266	Fitting	Which outfit should I wear for our next concert?\They're both so cute I can't decide!
5151275	Our Own World	I can tell you everything I remember.
5151276	Our Own World	I can tell you everything I remember.
5151285	Miriam's Memories	I don't want to be separated from you, but I'll always think of you.\In the world that you protect.
5151286	Miriam's Memories	I don't want to be separated from you, but I'll always think of you.\In the world that you protect.
5151295	In Sister's Arms	Now, I know what love is, Sytry.\You're in my heart.
5151296	In Sister's Arms	Now, I know what love is, Sytry.\You're in my heart.
5151305	Reciprocating Kiss	At the beginning and end of battles\you always called my name.
5151306	Reciprocating Kiss	At the beginning and end of battles\you always called my name.
5151325	Singing From the Heart	I will wear this outfit designed by Maestro...
5151326	Singing From the Heart	I will wear this outfit designed by Maestro...
5151335	Measure of Justice	The puppy is always right.\For justice!
5151336	Measure of Justice	The puppy is always right.\For justice!
5151345	Accidental Valentine	I poured my heart into that chocolate, but I got so nervous that I accidentally threw it...!
5151346	Accidental Valentine	I poured my heart into that chocolate, but I got so nervous that I accidentally threw it...!
5151355	Tiwaz's Gift	Sweet chocolate... I made some... You want some?
5151356	Tiwaz's Gift	Sweet chocolate... I made some... You want some?
5151365	Juno's Gift	This isn't just an ordinary gift. Like it?
5151366	Juno's Gift	This isn't just an ordinary gift. Like it?
5151375	Leo's Present	I-I don't know how to say this...\I-I like you! Please accept this!
5151376	Leo's Present	I-I don't know how to say this...\I-I like you! Please accept this!
5151385	Rest in Peace	Babel,\this ritual is for you only.
5151386	Rest in Peace	Babel,\this ritual is for you only.
5151405	Troubleshooter Mona	Wait! You just stay put, Master.\Your Mona will take care of you. ♡
5151406	Troubleshooter Mona	Wait! You just stay put, Master.\Your Mona will take care of you. ♡
5151445	Flowery Paradise	You are my flower and companion.\Let us live in a paradise only we know.
5151446	Flowery Paradise	You are my flower and companion.\Let us live in a paradise only we know.
5151455	Peaceful Sheep Ranch	Amamiya Chie and Tsubokura Tsumiki frolic alongside adorable sheep.
5151456	Peaceful Sheep Ranch	Amamiya Chie and Tsubokura Tsumiki frolic alongside adorable sheep.
5151505	Shaman's Tan	Let me oil you up.\Ack! Hey, you have to stop moving!
5151506	Shaman's Tan	Let me oil you up.\Ack! Hey, you have to stop moving!
5151515	Risen Seth	I am resurrected by power of the Lord.
5151516	Risen Seth	I am resurrected by power of the Lord.
5151525	I'll Go Anywhere With My Friends	Another happy day for May of the Jellyfish Pirates!\"Mr. Dolphin, charge! Go!"
5151526	I'll Go Anywhere With My Friends	Another happy day for May of the Jellyfish Pirates!\"Mr. Dolphin, charge! Go!"
5151535	HYPER ENERGETIC MARSHAL FIGHTER	With mask in hand, Jack-O' is ready for battle.\"Trick or treat! Just kidding... Or am I?"
5151536	HYPER ENERGETIC MARSHAL FIGHTER	With mask in hand, Jack-O' is ready for battle.\"Trick or treat! Just kidding... Or am I?"
5151545	To Keika's Uninvited Guest	An impious being is clinging onto it
5151546	To Keika's Uninvited Guest	An impious being is clinging onto it
5151555	Enjoying Summer	Lisa's surfboard that slices through the waves.
5151556	Enjoying Summer	Lisa's surfboard that slices through the waves.
5151585	Deathly Dessert	You'd be so busy eating this dessert that you wouldn't know even if your friend died next to you.\It's so delicious!
5151586	Deathly Dessert	You'd be so busy eating this dessert that you wouldn't know even if your friend died next to you.\It's so delicious!
5151595	The Winter We Spent Together	Let our hearts lead\and hold hands right now.
5151596	The Winter We Spent Together	Let our hearts lead\and hold hands right now.
5151605	Peaceful Cafe de Petit	Are you a customer?\Hm... We're closed for a break at the moment.
5151606	Peaceful Cafe de Petit	Are you a customer?\Hm... We're closed for a break at the moment.
5151625	Procel's Halloween Costume	Ah, hey! Don't get any ideas. This is just a Halloween costume!
5151626	Procel's Halloween Costume	Ah, hey! Don't get any ideas. This is just a Halloween costume!
5151655	Between Purgatory and Hell	This grave is a mound of the corpses of abandoned dolls.
5151656	Between Purgatory and Hell	This grave is a mound of the corpses of abandoned dolls.
5151665	Little Succubus's Snack Time	Davi has found the Rooster Head's emergency rations!\Going to eat them all!
5151666	Little Succubus's Snack Time	Davi has found the Rooster Head's emergency rations!\Going to eat them all!
5151675	Battle Without End	Hearts clash on the battlefield of darkness.
5151676	Battle Without End	Hearts clash on the battlefield of darkness.
5151685	Evil Confronts Evil	Only one victor shall sit atop the throne.
5151686	Evil Confronts Evil	Only one victor shall sit atop the throne.
5151695	The Shadow of the Sun	Behind the sun that shines upon the queen...
5151696	The Shadow of the Sun	Behind the sun that shines upon the queen...
5151705	Do you have a point card with us?	Another day of working hard\to provide for my adorable aides.
5151706	Do you have a point card with us?	Another day of working hard\to provide for my adorable aides.
5151715	Their Vows	Their souls share an everlasting bond.\Memories and promises that are theirs alone.
5151716	Their Vows	Their souls share an everlasting bond.\Memories and promises that are theirs alone.
5151725	The Queen's Memories	Tenuous, fading memories of when she was still a girl.
5151726	The Queen's Memories	Tenuous, fading memories of when she was still a girl.
5151735	The present has arrived.	I'll be your personal fairy, but only for now.
5151736	The present has arrived.	I'll be your personal fairy, but only for now.
5151745	Brilliant as a Flame	As she stretched out her hand towards me, her eyes were as a brilliant flame.
5151746	Brilliant as a Flame	As she stretched out her hand towards me, her eyes were as a brilliant flame.
5151755	Goddess Manifestation	Where I have descended, that very place is a shrine.
5151756	Goddess Manifestation	Where I have descended, that very place is a shrine.
5151765	Desperado	It is fruitless to run. She's already seen you.
5151766	Desperado	It is fruitless to run. She's already seen you.
5151775	Change of Air	My sleigh-puller is missing.\I can't look for the Christmas Box in this crappy mood!
5151776	Change of Air	My sleigh-puller is missing.\I can't look for the Christmas Box in this crappy mood!
5151785	The Bloody Teatime	It's time to cut the delicious cake!\Please sit still.
5151786	The Bloody Teatime	It's time to cut the delicious cake!\Please sit still.
5151795	Tiger hunting Fox	Tamamo's teeth are\sharper than any savage beast!
5151796	Tiger hunting Fox	Tamamo's teeth are\sharper than any savage beast!
5151815	Archfiend Heir	The one I've been searching for...\Could it really be you?
5151816	Archfiend Heir	The one I've been searching for...\Could it really be you?
5151825	Lisa's Billiards Skills	Please, move. I can't see.\This requires precise calculations.
5151826	Lisa's Billiards Skills	Please, move. I can't see.\This requires precise calculations.
5151835	Great shot, boss!	Entertaining a bigwig with golf to land some pacts.\Mona's skills wow the Rooster Headed caddy!
5151836	Great shot, boss!	Entertaining a bigwig with golf to land some pacts.\Mona's skills wow the Rooster Headed caddy!
5151845	Dazzling Smile for You	Rusalka's smile outshines the blue sky's own sun\when she lounges on the beach.
5151846	Dazzling Smile for You	Rusalka's smile outshines the blue sky's own sun\when she lounges on the beach.
5151855	The Last Step	Natalis raised her stick,\its path a sure course towards the watermelon.
5151856	The Last Step	Natalis raised her stick,\its path a sure course towards the watermelon.
5151865	Vampire Queen of the Summer Beach	When she delights in the beach,\even the one called the Vampire Queen appears an innocent girl.
5151866	Vampire Queen of the Summer Beach	When she delights in the beach,\even the one called the Vampire Queen appears an innocent girl.
5151875	Sytry's Temptation	Hee hee, over here, Mr. Demon.\Could you help me put on sunscreen?
5151876	Sytry's Temptation	Hee hee, over here, Mr. Demon.\Could you help me put on sunscreen?
5151895	Best Dresser	A snow white dress designed for the Red Carpet.\It beautifully complements Lisa's silver hair.
5151896	Best Dresser	A snow white dress designed for the Red Carpet.\It beautifully complements Lisa's silver hair.
5151905	Shall we dance?	My little master,\you're a pretty good dancer. ♡
5151906	Shall we dance?	My little master,\you're a pretty good dancer. ♡
5151915	Davi's Special Party Time	There are lots of delicious party food!\Let's share with everyone!
5151916	Davi's Special Party Time	There are lots of delicious party food!\Let's share with everyone!
5151925	Eventful Year-end Party	The party is in full swing,\and Eve is unstoppable.
5151926	Eventful Year-end Party	The party is in full swing,\and Eve is unstoppable.
5151955	Summer With You	Come, join us and play.
5151956	Summer With You	Come, join us and play.
60000005	Smith Master Seal	A special seal awarded to those who have mastered all the forging categories.
60000007	Fall Acorn	Animals need these acorns to survive winter. Let's not be greedy.
60000008	Autumn Pine Cone	Pine cones hidden under the autumn leaves. Makes an ideal interior decoration for autumn.
60000012	D of Destiny	A demonic letter that implies the beginning of a destiny.\It might hold a mysterious magic power.
60000013	E of Destiny	A demonic letter that tells fortune.\Read the letter in whisper to read your destiny.
60000014	S of Destiny	Letter left by a demon who died confronting the destiny.\It might be an initial of the culprit's name.
60000015	T of Destiny	A demonic letter found at ancient ruins of Infernal Realm.\It must have been cursed.
60000016	I of Destiny	A demonic letter that brings fortune to destiny-seekers.\It holds a mysterious energy.
60000017	N of Destiny	A demonic letter that has been cursed and abandoned.\May there be glory to the one riding out the its curse.
60000018	Y of Destiny	A demonic letter that marks the beginning of a new destiny.\May there be victory to the one who never gives up.
60000020	Celebration Gold Coin	A commemorative coin that symbolizes everyone's memories of the last four years.\It sparkles in golden light.
60000021	Celebration Gold Coin	A commemorative coin that symbolizes everyone's memories of the last four years.\It sparkles in golden light.
60000022	Coconut	A sweet coconut imported directly from Amos Island.
60000023	Stripe Ring	A swim ring created\through pure passion and doggedness.
60000035	Torn Entry Ticket	Collect the pieces and try your luck!
60000039	Entry Ticket A	A ticket with Akrasia drawn on it. This ticket can be used as an entry ticket.\If you're lucky, you may receive an Akrasia Idol from the "Healing Light."
60000040	Entry Ticket B	A ticket that embodies someone's heart. This ticket can be used as an entry ticket.\If you're lucky, you may receive a desk pad featuring your favorite character.
60000041	Entry Ticket C	A ticket that embodies someone's heart. This ticket can be used as an entry ticket.\If you're lucky, you may receive a tapestry featuring your favorite character.
60000042	Entry Ticket D	A ticket that embodies someone's heart. This ticket can be used as an entry ticket.\If you're lucky, you may receive a heartfelt set of merchandise.
6001011	Treasure Chest (S)	A small treasure chest with a few gold coins inside.
6001021	Heavy Treasure Chest (S)	A small treasure chest that has been filled to the brim with Gold Coins.
6001031	Treasure Chest (M)	A treasure chest with gold coins inside.
6001041	Heavy Treasure Chest (M)	A treasure chest that has been filled to the brim with gold coins.
6001051	Treasure Chest (L)	A large treasure chest with Gold Coins inside.
6001061	Heavy Treasure Chest (L)	A large treasure chest that has been filled to the brim with Gold Coins.
6001071	Deluxe Treasure Chest	A deluxe treasure chest with gold, silver, and other wealth.
6001072	Super Deluxe Treasure Chest	A super deluxe treasure chest with gold, silver, and other wealth.
6001191	Small Treasure Chest	A small treasure chest overflowing with gold coins.\(Can be sold for 10000 Gold)
6001201	Normal Treasure Chest	A normal treasure chest overflowing with gold coins.\(Can be sold for 30000 Gold)
6001211	Large Treasure Chest	A large treasure chest overflowing with gold coins.
6001221	Gold Coin (S)	A single gold piece, made from real gold.
6001231	Gold Coin (M)	A coin made from real cold.
6001241	Gold Coin (L)	A mountain of gold pieces, made from real gold.
7000001	+1 Weapon Refining Orb	Enhance 5★ Weapons by +1.
7000002	+2 Weapon Refining Orb	Enhance 5★ Weapons by +2.
7000003	+3 Weapon Refining Orb	Enhance 5★ Weapons by +3.
7000004	+4 Weapon Refining Orb	Enhance 5★ Weapons by +4.
7000005	+5 Weapon Refining Orb	Enhance 5★ Weapons by +5.
7000006	+6 Weapon Refining Orb	Enhance 5★ Weapons by +6.
7000007	+7 Weapon Refining Orb	Enhance 5★ Weapons by +7.
7000008	+8 Weapon Refining Orb	Enhance 5★ Weapons by +8.
7000009	+9 Weapon Refining Orb	Enhance 5★ Weapons by +9.
7000010	+10 Weapon Refining Orb	Enhance 5★ Weapons by +10.
7000011	+11 Weapon Refining Orb	Enhance 5★ Weapons by +11.
7000012	+12 Weapon Refining Orb	Enhance 5★ Weapons by +12.
7000013	+13 Weapon Refining Orb	Enhance 5★ Weapons by +13.
7000014	+14 Weapon Refining Orb	Enhance 5★ Weapons by +14.
7000015	+15 Weapon Refining Orb	Enhance 5★ Weapons by +15.
7001001	+1 Armor Refining Orb	Enhance 5★ Armor by +1.
7001002	+2 Armor Refining Orb	Enhance 5★ Armor by +2.
7001003	+3 Armor Refining Orb	Enhance 5★ Armor by +3.
7001004	+4 Armor Refining Orb	Enhance 5★ Armor by +4.
7001005	+5 Armor Refining Orb	Enhance 5★ Armor by +5.
7001006	+6 Armor Refining Orb	Enhance 5★ Armor by +6.
7001007	+7 Armor Refining Orb	Enhance 5★ Armor by +7.
7001008	+8 Armor Refining Orb	Enhance 5★ Armor by +8.
7001009	+9 Armor Refining Orb	Enhance 5★ Armor by +9.
7001010	+10 Armor Refining Orb	Enhance 5★ Armor by +10.
7001011	+11 Armor Refining Orb	Enhance 5★ Armor by +11.
7001012	+12 Armor Refining Orb	Enhance 5★ Armor by +12.
7001013	+13 Armor Refining Orb	Enhance 5★ Armor by +13.
7001014	+14 Armor Refining Orb	Enhance 5★ Armor by +14.
7001015	+15 Armor Refining Orb	Enhance 5★ Armor by +15.
7002001	+1 Accessory Refining Orb	Enhance 5★ Accessories by +1.
7002002	+2 Accessory Refining Orb	Enhance 5★ Accessories by +2.
7002003	+3 Accessory Refining Orb	Enhance 5★ Accessories by +3.
7002004	+4 Accessory Refining Orb	Enhance 5★ Accessories by +4.
7002005	+5 Accessory Refining Orb	Enhance 5★ Accessories by +5.
7002006	+6 Accessory Refining Orb	Enhance 5★ Accessories by +6.
7002007	+7 Accessory Refining Orb	Enhance 5★ Accessories by +7.
7002008	+8 Accessory Refining Orb	Enhance 5★ Accessories by +8.
7002009	+9 Accessory Refining Orb	Enhance 5★ Accessories by +9.
7002010	+10 Accessory Refining Orb	Enhance 5★ Accessories by +10.
7002011	+11 Accessory Refining Orb	Enhance 5★ Accessories by +11.
7002012	+12 Accessory Refining Orb	Enhance 5★ Accessories by +12.
7002013	+13 Accessory Refining Orb	Enhance 5★ Accessories by +13.
7002014	+14 Accessory Refining Orb	Enhance 5★ Accessories by +14.
7002015	+15 Accessory Refining Orb	Enhance 5★ Accessories by +15.
7100001	＋1 Weapon Refining Orb	Enhance 5★ Weapons by ＋1.
7100002	＋2 Weapon Refining Orb	Enhance 5★ Weapons by ＋2.
7100003	＋3 Weapon Refining Orb	Enhance 5★ Weapons by ＋3.
7100004	＋4 Weapon Refining Orb	Enhance 5★ Weapons by ＋4.
7100005	＋5 Weapon Refining Orb	Enhance 5★ Weapons by ＋5.
7100006	＋6 Weapon Refining Orb	Enhance 5★ Weapons by ＋6.
7100007	＋7 Weapon Refining Orb	Enhance 5★ Weapons by ＋7.
7100008	＋8 Weapon Refining Orb	Enhance 5★ Weapons by ＋8.
7100009	＋9 Weapon Refining Orb	Enhance 5★ Weapons by ＋9.
7100010	＋10 Weapon Refining Orb	Enhance 5★ Weapons by ＋10.
7100011	＋11 Weapon Refining Orb	Enhance 5★ Weapons by ＋11.
7100012	＋12 Weapon Refining Orb	Enhance 5★ Weapons by ＋12.
7100013	＋13 Weapon Refining Orb	Enhance 5★ Weapons by ＋13.
7100014	＋14 Weapon Refining Orb	Enhance 5★ Weapons by ＋14.
7100015	＋15 Weapon Refining Orb	Enhance 5★ Weapons by ＋15.
7101001	＋1 Armor Refining Orb	Enhance 5★ Armor by ＋1.
7101002	＋2 Armor Refining Orb	Enhance 5★ Armor by ＋2.
7101003	＋3 Armor Refining Orb	Enhance 5★ Armor by ＋3.
7101004	＋4 Armor Refining Orb	Enhance 5★ Armor by ＋4.
7101005	＋5 Armor Refining Orb	Enhance 5★ Armor by ＋5.
7101006	＋6 Armor Refining Orb	Enhance 5★ Armor by ＋6.
7101007	＋7 Armor Refining Orb	Enhance 5★ Armor by ＋7.
7101008	＋8 Armor Refining Orb	Enhance 5★ Armor by ＋8.
7101009	＋9 Armor Refining Orb	Enhance 5★ Armor by ＋9.
7101010	＋10 Armor Refining Orb	Enhance 5★ Armor by ＋10.
7101011	＋11 Armor Refining Orb	Enhance 5★ Armor by ＋11.
7101012	＋12 Armor Refining Orb	Enhance 5★ Armor by ＋12.
7101013	＋13 Armor Refining Orb	Enhance 5★ Armor by ＋13.
7101014	＋14 Armor Refining Orb	Enhance 5★ Armor by ＋14.
7101015	＋15 Armor Refining Orb	Enhance 5★ Armor by ＋15.
7102001	＋1 Accessory Refining Orb	Enhance 5★ Accessories by ＋1.
7102002	＋2 Accessory Refining Orb	Enhance 5★ Accessories by ＋2.
7102003	＋3 Accessory Refining Orb	Enhance 5★ Accessories by ＋3.
7102004	＋4 Accessory Refining Orb	Enhance 5★ Accessories by ＋4.
7102005	＋5 Accessory Refining Orb	Enhance 5★ Accessories by ＋5.
7102006	＋6 Accessory Refining Orb	Enhance 5★ Accessories by ＋6.
7102007	＋7 Accessory Refining Orb	Enhance 5★ Accessories by ＋7.
7102008	＋8 Accessory Refining Orb	Enhance 5★ Accessories by ＋8.
7102009	＋9 Accessory Refining Orb	Enhance 5★ Accessories by ＋9.
7102010	＋10 Accessory Refining Orb	Enhance 5★ Accessories by ＋10.
7102011	＋11 Accessory Refining Orb	Enhance 5★ Accessories by ＋11.
7102012	＋12 Accessory Refining Orb	Enhance 5★ Accessories by ＋12.
7102013	＋13 Accessory Refining Orb	Enhance 5★ Accessories by ＋13.
7102014	＋14 Accessory Refining Orb	Enhance 5★ Accessories by ＋14.
7102015	＋15 Accessory Refining Orb	Enhance 5★ Accessories by ＋15.
8000001	Infernal Realm Cherry Blossom	A beautiful cherry blossom tree from the Infernal Realm.
8000005	Snowflake	A beautiful snow Crystal that looks like a tree with long, elegant branches.\Collect these to get a fantastic reward.
8000009	Potato Chips	Even gods need to relax sometimes.\Collect a lot of these and you might be pleasantly surprised.
8000010	Lisa's Gear	Made with hyper-technology.\Collect them for a happy surprise.
8000016	Watermelon	Have some watermelon to beat the summer heat!\Gather them for a pleasant surprise.
8000020	Ginkgo Leaf	A dry ginkgo leaf to really bring out the spirit of fall.\Collect them for a lucky surprise.
8000025	Fireworks	Fireworks that beautifully light up midsummer nights.\Collect them for a lucky surprise.
8000026	Closed Chestnut	A round chestnut enclosed in its prickly burr.\Collecting them enriches your heart.
8000027	Mini Davi Cookie	Davi's been magically turned into a cookie.\Collect them for a happy surprise.
8000028	Trisha's Trophies	Trophies that belong to Trisha.\Collect them will cause something good to happen.
8000029	Demon's Lucky Penny	You're in luck! You found a Demon's Lucky Penny!\Increase your fortune by gathering more.
8000030	Pumpkin Candy	Pumpkin candy given out on Halloween.\Collect them for a scary surprise.
8000031	Christmas Bell	A holy bell that rings on Christmas Eve.\Any demon that hears it is cursed with bad luck for a year.\The perfect tool for hindering rival candidates.
8000032	Valentine's Day Present	A present prepared for a special day.\The chocolates inside smell a little funny.\One might die from eating them so let's seal them real tight.
8000034	Mini Davi Jelly	A cute jelly modeled after Davi.
8000036	Natural Pearl	A pearl that shines among the crashing waves.
8000037	Mini Davi Candy	A sweet candy modeled after the adorable Davi.
8000039	Lisa's Headband	A high-performance athletic headband that amplifies Lisa's unyielding disposition.
8000040	Christmas stocking	Merry Christmas for U!
8000041	Saturn♥'s Glow Stick	You will always be our leader!\We love our sparkling planet Saturn♥.
8000042	Aria's Glow Stick	Aria with the heavenly voice,\you're our pop star forever! ♡
8000043	Mars♥'s Glow Stick	Pretty, sweet, devi-sexy~☆\Mars♥ is gonna do what she wants!
8000044	Venus♥'s Glow Stick	We declare our love for the ever beautiful Venus♥.\Oh, my Venus♥!
8000045	Neptune♥'s Glow Stick	Let's walk the path of happiness, Neptune♥!\You did great today. ♡
8000046	Mona's Hat	Oh dear. ♡ I dropped my hat, didn't I?\Could someone get it for me?
8000047	Gift of Heart	My heart beats faster the closer Valentine's Day is.
8000048	Mini Davi Bread	A toast with cute Davi's image imprinted on it.
8000050	Coconut Tree	A coconut tree that bears sweet coconuts.\Found across Amos Island.
8000051	Coconut	A sweet coconut imported directly from Amos Island.
8000052	Fruit Coconut Juice	Fruit-infused coconut juice that makes a wonderful summer drink./A forging material that can be used at the Forge of Hephaestus.
8000053	Cooling Watermelon	A perfect summer snack that instantly cools down your body.\A crafting material that can be used at the Forge of Hephaestus.
8000059	Amethyst Wedding Rings	A sign of deeper relationships.\It may seem small, but it radiates with love.
8000060	Emerald Wedding Rings	A sign of deeper relationships.\It may seem small, but it radiates with love.
8000061	Garnet Wedding Rings	A sign of deeper relationships.\It may seem small, but it radiates with love.
8000062	Topaz Wedding Rings	A sign of deeper relationships.\It may seem small, but it radiates with love.
8000063	Playbunny	Playbunny, the first issue in 2023.\This unknown editor has a crystal-clear type.
8000064	Party Balloon	A birthday party balloon.\Collect them one by one, and maybe they could take you all the way to the end of the sky.
8000065	Cherry Blossom Petal	Petals that celebrate the first of spring.\Collect them for a happy surprise.
8000066	Parental Love	A carnation to bring peace to your family. You must prepare not just one, but two. Not the Hades Flower.
801050254	Magic Wand	A mysterious wand used by magical girl.\Only the chosen ones may wield it.
801050255	Magic Wand	A mysterious wand used by magical girl.\Only the chosen ones may wield it.
9100001	Bath Towel	A special Infernal Realm bath towel for use in the hot springs.\You can't enter them without one.
9101001	Essential Flower Oil	A fragrant essential oil made from Infernal Realm wildflowers.\It makes you feel alluring. Raises Likeability EXP by 20% at the end of the bath.
9101002	Aromatic Salts	For soft, supple skin!\A refreshing addition to any hot spring experience. Get twice as much Gold at the end of the bath.
9110001	Azure Lantern	A Lantern with a bluish glow fueled by the tears of a deeply resentful water demon.\It attracts Water-type Will o'the Wisps.\<color=ffc400>Grants Will o'the Wisp encounter rate x 2, rewards x 1.2, auto-Midnight Parade.</color>
9120001	Scarlet Lantern	A Lantern that glows red with the flames of hell.\It attracts Fire-type Will o'the Wisps.\<color=ffc400>Grants Will o'the Wisp encounter rate x 2, rewards x 1.2, auto-Midnight Parade.</color>
9130001	Viridian Lantern	A green Lantern made with the wood of a willow grown alongside an Infernal Realm brook.\It attracts Wood-type Will o'the Wisps.\<color=ffc400>Grants Will o'the Wisp encounter rate x 2, rewards x 1.2, auto-Midnight Parade.</color>
9140001	Yellow Lantern	A yellow Lantern exuding the light of Infernal Realm pine flowers.\It attracts Light-type Will o'the Wisps.\<color=ffc400>Grants Will o'the Wisp encounter rate x 2, rewards x 1.2, auto-Midnight Parade.</color>
9150001	Violet Lantern	A violet Lantern infused with the essence of the Infernal Realm's night.\It attracts Dark-type Will o'the Wisps.\<color=ffc400>Grants Will o'the Wisp encounter rate x 2, rewards x 1.2, auto-Midnight Parade.</color>
9211001	Overseas Travel Voucher	Do you miss the sound of ocean waves crashing upon the shore?\In that case, why not lay down your weapons and go on a tropical getaway?
9211002	Fine_Overseas Travel Voucher	Do you miss the sound of ocean waves crashing upon the shore?\In that case, why not lay down your weapons and go on a tropical getaway?
9211003	Superior_Overseas Travel Voucher	Do you miss the sound of ocean waves crashing upon the shore?\In that case, why not lay down your weapons and go on a tropical getaway?
9212001	Waterdrop Accessory	A sapphire earring housing the blessing of a mermaid.\Improves your chances of living a long, youthful life.
9212002	Fine_Waterdrop Accessory	A sapphire earring housing the blessing of a mermaid.\Improves your chances of living a long, youthful life.
9212003	Superior_Waterdrop Accessory	A sapphire earring housing the blessing of a mermaid.\Improves your chances of living a long, youthful life.
9213001	Loaded Ramen	A special seafood ramen to snap you out of that post-bath lethargy.\A one-two punch that lifts your spirits and energizes your body.
9213002	Fine_Loaded Ramen	A special seafood ramen to snap you out of that post-bath lethargy.\A one-two punch that lifts your spirits and energizes your body.
9213003	Superior_Loaded Ramen	A special seafood ramen to snap you out of that post-bath lethargy.\A one-two punch that lifts your spirits and energizes your body.
9214001	Curious Hourglass	Childs should endure the heat of the baths–no matter how hot!\At least until time runs out.
9214002	Fine_Curious Hourglass	Childs should endure the heat of the baths–no matter how hot!\At least until time runs out.
9214003	Superior_Curious Hourglass	Childs should endure the heat of the baths–no matter how hot!\At least until time runs out.
9215001	Toy Robot	A toy robot said to be selling like hotcakes.\It can change into 108 different forms.
9215002	Fine_Toy Robot	A toy robot said to be selling like hotcakes.\It can change into 108 different forms.
9215003	Superior_Toy Robot	A toy robot said to be selling like hotcakes.\It can change into 108 different forms.
9221001	Distinguished Child Award	An award given to Childs who made sure to scrub behind their ears.\Neighbors are sure to be jealous of this new family treasure.
9221002	Fine_Distinguished Child Award	An award given to Childs who made sure to scrub behind their ears.\Neighbors are sure to be jealous of this new family treasure.
