// key	CHAT_
c001_17_boss_long	じゃじゃ～ん！こんにちは、可愛いご主人さま～♥
c505_ctskill	絶対つかまらないよ～！
c505_death_1	あたしが負けちゃうなんて～！
c505_death_2	次はぜったい負けないからね～！
c505_drive	あたしと鬼ごっこしよ～！
c505_hit_1	うわっ！
c505_hit_2	ヒドくな～い？
c505_hit_3	イタッ！
c505_prskill	ちょっと休もっか？
c505_skill	いっくよ～！
c505_spa	いっぱい走ったあとの温泉って最高よね～！
c505_startbt	誰が鬼なの？
c505_story1	世界を支配…いいわね！\気に入ったわ！\一緒に頂点を目指しましょっ！
c505_story2	風も気持ちいいし空もきれい。\走りたくなる天気ねっ！
c505_story3	やっぱり、何でも1人よりみんなと一緒のほうが\楽しいよね！\なんだか急にノトスに会いたくなっちゃった。\また一緒に競走してもらおっと！
c505_true1	前の主人に捨てられたときは\目の前が真っ暗になったの。\でも、もう大丈夫。\前よりもっといい主人に出会えたから。
c505_true2	ノトスと一緒に走るの楽しいな。\時間が経つのも忘れちゃうねっ！
c505_true3	昼でも夜でも雨でも雪でも\あたしはゴールまで突っ走る。\それがあたしの宿命なの！
c505_victory	あたしが勝って当然よねっ！
c506_00_boss_long	おもしろそうね。
c506_00_boss_short	さあ、始めましょう。
c506_00_ctskill	負けないわよッ！
c506_00_death_1	全然追いつけないなんて…
c506_00_death_2	認めるしかないわね…私の負けよ…
c506_00_drive	勝つのは私よっ！
c506_00_hit_1	キャッ！
c506_00_hit_2	危なかったわ。
c506_00_hit_3	うッ！
c506_00_prskill	楽しみだわ。
c506_00_skill	どきなさいっ！
c506_00_spa	温泉に連れていってくれるなんて\意外とやさしいのね！\北里先輩に自慢しなきゃ…
c506_00_startbt	出発しましょう。
c506_00_story1	サイクリングすると心がスッキリするの。\だから、やめられないのよ。
c506_00_story2	そっか。\私、無茶な走りばっかりして基本を忘れてたかも。
c506_00_story3	ひとりで走るのも楽しいけど\誰かと一緒に走るのもなんていうか…\自分が風になった感じがするわね。
c506_00_true1	私の夢はおばあちゃんになっても\サイクリングロードで走り続けることよ。\ふふっ、カッコいいでしょ？
c506_00_true2	北里先輩のおかげでサイクリングの\新しい楽しみ方に気づけたわ。\ホントにいい先輩ね。
c506_00_true3	今日は昨日よりタイムを縮められそう。\毎日成長できる自分になれるといいわね。
c506_00_victory	楽しかったわ。
c506_boss_long	私と勝負したいの？
c506_boss_short	走るの、つき合わない？
c506_ctskill	追いつけるかしら。
c506_death_1	やるわね…
c506_death_2	次に勝つのは私よ…
c506_drive	私に勝てると思ってるの？
c506_hit_1	うッ！
c506_hit_2	大丈夫よ。
c506_hit_3	しくじったわね。
c506_prskill	追いついてみせるわ。
c506_skill	おもしろそうでしょ？
c506_spa	温泉に連れていってくれるなんて…\自慢の主人ね。
c506_startbt	誰が最速なのか決めようじゃない。
c506_story1	新しいチャイルドに会えるかもしれないわね。\楽しみだわ。\ボレアースに初めて会ったときも楽しかったし。
c506_story2	ちょうどいいわ。\ボレアース、私と競走しない？\今回は絶対勝てる気がするわ。\悪魔、審判やりなさい。
c506_story3	どうして？\私が勝つところ見たくないってこと？
c506_true1	いい主人に会えてよかったわ。\私たちのせいで振り回されているようで\ごめんなさいね。
c506_true2	ボレアースと毎日競走するのが楽しくて。\今日も一緒に走りたいわ。
c506_true3	実力を競い合うのも楽しいけど\やっぱり勝つのが一番ね。
c506_victory	いい勝負だったわ。
c507_00_boss_long	一杯どうだ？
c507_00_boss_short	酒は持ってきたか？
c507_00_ctskill	小言はやめてくれ～！
c507_00_death_1	ああ…
c507_00_death_2	調子に乗りすぎたか…
c507_00_drive	はぁ、面倒だな～
c507_00_hit_1	あっ…！
c507_00_hit_2	痛ッ！
c507_00_hit_3	生意気だな…
c507_00_prskill	あたしが見届けてやるよ。
c507_00_skill	覚悟しろよ～
c507_00_spa	なんだこりゃ？\あたしのために用意した温泉？\あたしは酒のほうが良いんだけど…
c507_00_startbt	悪魔、ねぇ…
c507_00_story1	あ～あ…毎日毎日、祈ってばっかり…\そのうえ新年には舞を舞うとか…面倒だなぁ。
c507_00_story2	潮風に当たってたら少しマシになってきたな。\おいっ！\もっと酒もってこ～い！
c507_00_story3	…なんだか初めて褒められた気がする。\気に入らない…
c507_00_true1	昔話なんかやめろ、くだらない。\どうしても聞いてほしいって言うなら\一杯付き合えよ。
c507_00_true2	あたしは巫女なんかやりたくないんだよ。\毎日酒飲んで昼寝できれば、それでいいのに…
c507_00_true3	生まれついての運命なら仕方ないさ。\巫女という束縛からは逃げられないんだ。
c507_00_victory	また今度、遊んでやるよっ！
c507_10_boss_long	よぉ、あたしと遊ばないか？
c507_10_boss_short	ほら、こっち来いよ。
c507_10_ctskill	めんどくさ…
c507_10_death_1	はぁ…
c507_10_death_2	も～知らん！
c507_10_drive	ゆっくりしていけよ。
c507_10_hit_1	ああ…
c507_10_hit_2	ああっ！
c507_10_hit_3	あっ！
c507_10_prskill	はっはっはっ！
c507_10_skill	ヒマだな～…
c507_10_spa	なんだこりゃ？\あたしのために用意した温泉？\あたしは酒のほうが良いんだけど…
c507_10_startbt	つまみは用意したか～？
c507_10_story1	良いことを思いついた！\お前らがやればいいんだよ！\そしてあたしは贈られた酒を飲む！
c507_10_story2	あたしの契約者って\そんなにすごいシャーマンだったのか？\意外だな～
c507_10_story3	それにしても、村人どもは本当にあたしを\神か何かだと信じ込んでるみたいだな。\あっはっはっはっはっ！
c507_10_true1	人間っておもしろいよな～\ず～っと見てても飽きないだろ？
c507_10_true2	チャイルドだからって悪魔に従う必要ないだろ。\仲良くやれれば、それで良くないか？
c507_10_true3	チャンドラって、何があんなに不満なんだ？\文句ばっか言ってると疲れるだけだぞ。
c507_10_victory	もう帰るのか？
c507_88_boss_long	あたしが村を守ってやる！
c507_88_boss_short	よぉ～！よく来たな！
c507_88_bubble_prskill	もうちっと、がんばれよっ！
c507_88_bubble_skill	もう疲れたのか～？
c507_88_ctskill	助けてやるよ。
c507_88_death_1	ヒドいなぁ…
c507_88_death_2	はぁ…
c507_88_drive	あぁ～いい気分だ！
c507_88_hit_1	ああっ…！
c507_88_hit_2	うわっ！
c507_88_hit_3	痛いじゃねぇかっ！
c507_88_hit_4	おっと…
c507_88_hit_5	はぁ…
c507_88_hit_6	もうおしまいか～？
c507_88_hit_7	待てって！
c507_88_hit_8	うっ…
c507_88_hit_9	なにキレてんだ？
c507_88_prskill	もうちっと、がんばれよっ！
c507_88_skill	もう疲れたのか～？
c507_boss_long	はっはっはっ！\あたしがこの村の巫女だっ！
c507_boss_short	一杯ひっかけるか？
c507_ctskill	助けてやるよ。
c507_death_1	ヒドいなぁ…
c507_death_2	はぁ…
c507_drive	いい気分だ～！
c507_hit_1	ぐッ…
c507_hit_2	あたしは味方だぞ～？
c507_hit_3	待て待て！
c507_prskill	あたしが村を守ってやるよ～
c507_skill	一杯どうだ？
c507_spa	なんだこりゃ？\あたしのために用意した温泉？\あたしは酒のほうが良いんだけど…
c507_startbt	さっさと終わらせて、酒を飲むぞ！
c507_story1	良いことを思いついた！\お前らがやればいいんだよ！\そしてあたしは贈られた酒を飲む！
c507_story2	あたしの契約者って\そんなにすごいシャーマンだったのか？\意外だな～
c507_story3	それにしても、村人どもは本当にあたしを\神か何かだと信じ込んでるみたいだな。\あっはっはっはっはっ！
c507_true1	巫女ってなんだ？\祠堂で酒飲んでりゃいいんじゃないのか？\あたしは面倒なことは苦手なんだよ。
c507_true2	ずっと祠堂に閉じ込もってなきゃ\なんないのか？\はぁ…つまんねぇ…
c507_true3	なんでチャイルドは人間の酒を飲んでも\酔えないんだろうな～\あたしも契約者みたいに酔っ払ってみたいもんだ。
c507_victory	たいしたことなかったな。
c508_boss_long	悪魔の気配を感じる。
c508_boss_short	相手になってやる。
c508_ctskill	終わりだ。
c508_death_1	村を…守れなかった…
c508_death_2	ああ…神よ…
c508_drive	斬り刻むッ！
c508_hit_1	ぐッ…！
c508_hit_2	うッ！
c508_hit_3	ふん…それだけか？
c508_prskill	村から出ていけ。
c508_skill	問答無用。
c508_spa	なんだ、ここは？\見たこともないところだな…
c508_startbt	誰だッ！？
c508_story1	気にするな。\すぐに出ていく。
c508_story2	…また笑って暮らせるようになるとは\思ってもみなかったな。
c508_story3	村人たちを家に帰してください。\木が倒れたら危険です。
c508_true1	村人たちから、どう思われようとかまわない。\わたしは何も望んでなどいない。
c508_true2	龍姫は神に仕える器ではないだろう。\彼女の人生には…同情する。
c508_true3	あの日、兄の指が動くのを見たが\怖くなって逃げてしまった。\兄を殺したのは、わたしだ…
c508_victory	二度と姿を見せるな。
c509_10_boss_long	そんなに私が怖い？
c509_10_boss_short	招かれざる客がやって来たわね。
c509_10_ctskill	希望を捨てなさい。
c509_10_death_1	また会いましょう…
c509_10_death_2	ああ…儚い時間よ…
c509_10_drive	これ以上、手加減はできないわ。
c509_10_hit_1	愚鈍極まりない…
c509_10_hit_2	弱いわね。
c509_10_hit_3	何をしても無駄よ。
c509_10_prskill	投降なさい。
c509_10_skill	覚悟はできているかしら？
c509_10_spa	ヴラドがおもしろいお話を聞かせてくれたの。\ええと…最後に全員が死ぬという\ストーリーだったような…
c509_10_startbt	信頼に応えましょう。
c509_10_story1	でも、貴方たちの出会いは\決して偶然ではないわ。
c509_10_story2	でも天倫に逆らって、\貴方の命をつなぎ止めたとしても、\貴方は喜ばないわよね。
c509_10_story3	貴方とモナが共に過ごした時間は、\決して無駄ではないはずよ。
c509_10_true1	失われた記憶に執着してはいけないわ。\記憶がなくなったとしても、\過去までなくなるわけではないもの。
c509_10_true2	とめどない時の流れの中で、\ようやく貴方に出会えたわ。\ここで別れたら、次に会えるのはいつになるかしら？
c509_10_true3	私は地獄で生まれたけれど、ほんの一瞬、\天国を味わうことができたわ。\なんて恵まれているの…
c509_10_victory	信じてくれたことに、感謝するわ。
c509_88_boss_long	滅亡の道を歩む者よ。
c509_88_boss_short	私の城へようこそ。
c509_88_bubble_prskill	戦いの終止符を打ちましょう。
c509_88_bubble_skill	失せなさい。
c509_88_ctskill	敗北を認めたらどう？
c509_88_death_1	彼に会わせて…
c509_88_death_2	油断してしまったわ。
c509_88_drive	夜の到来よ。
c509_88_hit_1	後悔するわよ…
c509_88_hit_2	道を空けてくれるかしら？
c509_88_hit_3	気に障るわ。
c509_88_hit_4	騒々しいわね。
c509_88_hit_5	下がりなさい。
c509_88_hit_6	ふっ…
c509_88_hit_7	はぁ…
c509_88_hit_8	せっかくの機会を逃すつもり？
c509_88_hit_9	時間の無駄よ。
c509_88_prskill	戦いの終止符を打ちましょう。
c509_88_skill	失せなさい。
c509_boss_long	投降するなら、今のうちよ。
c509_boss_short	愚か者ね。
c509_ctskill	敗北を認めたらどう？
c509_death_1	彼に会わせて…
c509_death_2	油断してしまったわ。
c509_drive	夜の到来よ。
c509_hit_1	心配はいらないわ。
c509_hit_2	うっ…
c509_hit_3	失望したわ。
c509_prskill	手伝ってあげましょう。
c509_skill	礼儀を知らないのね。
c509_spa	ヴラドがおもしろいお話を聞かせてくれたの。\ええと…最後に全員が死ぬという\ストーリーだったような…
c509_startbt	準備は整っているわ。
c509_story1	でも、貴方たちの出会いは\決して偶然ではないわ。
c509_story2	でも天倫に逆らって、\貴方の命をつなぎ止めたとしても、\貴方は喜ばないわよね。
c509_story3	貴方とモナが共に過ごした時間は、\決して無駄ではないはずよ。
c509_true1	1人で過ごす時間が長くなると、\幸せな記憶は少しずつ薄れて、\辛い記憶だけが残るの。
c509_true2	貴方がデウカリオーンだなんて。\どうして全く似ていないのかしら？
c509_true3	私はヴラドのために歴史を変えようとしたわ。\でも時の流れはとても早くて、\到底止められるものではなかった。
c509_victory	ようやく休めるわね。
c510_10_boss_long	天使よ、勝利をもたらしたまえ。
c510_10_boss_short	トップバッターは誰だ？
c510_10_ctskill	傷が痛むなら、我慢せずに死ね。
c510_10_death_1	苦しい戦いだった…
c510_10_death_2	アタシの負けだ。
c510_10_drive	我らに恩寵を垂れたまえ。
c510_10_hit_1	ぐはっ！
c510_10_hit_2	死にたいか？
c510_10_hit_3	どうしてほしい？
c510_10_prskill	敵を逃れよ！
c510_10_skill	所詮こんなもんか。
c510_10_spa	礼を期待してんのか？\悪いけど、アタシは一文無しだ。
c510_10_startbt	手伝ってやってもいいぞ。
c510_10_story1	酒場に酒を飲みに来る以外の理由があると思うか？
c510_10_story2	カスどもに興味はない。\ヴァンパイアクイーンさえ\探し出せれば、それでいいんだ。
c510_10_story3	つけあがるな。\アタシを見くびると、痛い目にあうぞ。
c510_10_true1	文句言うな。\人生なんて、しょうもないモンなんだ。\それを知ってるか知らないかの違いだけでな。
c510_10_true2	1人の方が気楽でいい。\誰かがそばにいると、\イライラすることばかり起こる。
c510_10_true3	必死に強がってるその表情、気に入った。\おかげで笑わせてもらったぞ。
c510_10_victory	勝利なんて、威張るほどのことじゃない。
c510_boss_long	気楽に行こう。
c510_boss_short	肝が据わってるな？
c510_ctskill	助けてほしいか？
c510_death_1	不覚だった…
c510_death_2	骨折り損だな。
c510_drive	強大なる王よ！
c510_hit_1	不愉快な…
c510_hit_2	うっ！
c510_hit_3	消えろ。
c510_prskill	夜の神よ。
c510_skill	調子に乗るな。
c510_spa	礼を期待してんのか？\悪いけど、アタシは一文無しだ。
c510_startbt	ついて来られるか？
c510_story1	酒場に酒を飲みに来る以外の理由があると思うか？
c510_story2	カスどもに興味はない。\ヴァンパイアクイーンさえ\探し出せれば、それでいいんだ。
c510_story3	つけあがるな。\アタシを見くびると、痛い目にあうぞ。
c510_true1	ハンターは性に合わない。\仕方なしにやってるだけだ。\こう見えても、運命を信じるタチだから。
c510_true2	ヴァンパイアクイーンを殺せば、\のんびり暮らせると思ってたのに…\フン、全て水の泡か。
c510_true3	なるべく命はかけるな。\生き抜くために頑張ってんだろ？
c510_victory	楽勝だったな。
c511_boss_long	昔のわたしとは違うんだから！
c511_boss_short	どうしよう…見つかっちゃった！
c511_ctskill	今がチャンスみたい！
c511_death_1	まだ…死にたくない…
c511_death_2	元気でね…
c511_drive	わたしがそばにいるよ…！
c511_hit_1	ああっ…
c511_hit_2	痛いよぉ…
c511_hit_3	きゃっ！
c511_prskill	油断しちゃダメだよ。
c511_skill	助けてあげる！
c511_spa	わたしのために用意してくれたんですか…？
c511_startbt	なんだか…不安…
c511_story1	はぁ…わたしが優柔不断すぎて、\怒らせちゃったみたい。
c511_story2	トゥランには今まで何度も救われました。\今度はわたしがトゥランを助けたいんです…
c511_story3	何それ…わたしには、よくわからない。
c511_true1	なんでわたしはこんなにバカなんだろう？\わたしもトゥランみたいに、\頼りがいのある友達になりたい…
c511_true2	トゥランの気持ちに共感してあげられる子の方が、\トゥランも一緒にいて楽しいかも。
c511_true3	わたしは優柔不断だし、ネガティブだし…\トゥランがいなかったら、\何もできないんだろうな。
c511_victory	よかったぁ…
c512_boss_long	あの人に会えるのなら…
c512_boss_short	誰かを好きになったことってありますか？
c512_ctskill	愛のパワーは絶大です！
c512_death_1	ダメ…
c512_death_2	このまま死ぬわけにはいきません…
c512_drive	私の気持ち、受け取ってください！
c512_hit_1	放して！
c512_hit_2	きゃっ！
c512_hit_3	ああっ…
c512_prskill	まだ終わってませんよ～！
c512_skill	当たった～！
c512_spa	まぁ、とってもいいところですね～\ここには人間も来られますか？
c512_startbt	楽しみですね！
c512_story1	話し方、歩き方、そしてほのかに漂ういい香り…\私の理想にピッタリだわ。
c512_story2	一体どこに行ったのかしら？\全然見当がつかないわ。
c512_story3	…知りませんでした。\あなたがこんなに苦しみ、\思い悩んでいたということを…
c512_true1	悪魔を頼らなくても、私たちだけで\生きていけるんじゃないかしら？自由にね。
c512_true2	もう二度と会えなくてもいい。\そう思えるくらい、ホントに幸せだった…
c512_true3	ピロテースがいなかったら、悪魔のところから\逃げ出せなかったわ。ピロテースは私にとって、\かけがえのない友達なの。
c512_victory	やった～！
c513_10_boss_long	楽園に送ってあげましょうか～？
c513_10_boss_short	こんにちは～かわいい子羊ちゃ～ん！
c513_10_ctskill	手加減したら、つまらないわ！
c513_10_death_1	うふふふふふっ…
c513_10_death_2	また会いましょうね～
c513_10_drive	存分に楽しませてあげるわ～
c513_10_hit_1	愚か者ね～
c513_10_hit_2	チッ…
c513_10_hit_3	すっご～い！
c513_10_prskill	どんなおしおきがいいかしら～？
c513_10_skill	その表情、たまらないわ♥
c513_10_spa	お邪魔虫が多いわね？\あなたと私、ふたりっきりがいいのに～
c513_10_startbt	と～っても楽しみだわ～
c513_10_story1	こんなに有能な奴隷を\どうして捨てちゃったのかしら？\おバカな悪魔だわ～
c513_10_story2	自分たちが信じている神は\真の救世主じゃないってことに\気づいていたのかもしれないわ～
c513_10_story3	ミトラ様にそうしろと言われたでしょう？\まさか、あの方のご命令に\背くつもりではないでしょうね？
c513_10_true1	チャイルドをい～っぱい作って、\悪魔たちをこてんぱんにしてやるんだから～
c513_10_true2	この世で一番楽しいことって何か知ってる？\それは相手に希望を持たせて弄ぶことよ～\うふふふふっ…
c513_10_true3	私と一緒なら、地獄もきっと楽しめるわ～\一緒に行ってみな～い？
c513_10_victory	ひざまずかなきゃダメよ～？
c513_87_boss_long	戦いたい？もちろんいいわよ～
c513_87_boss_short	かわいい～
c513_87_bubble_prskill	もっともっと楽しみましょう～
c513_87_bubble_skill	逃げちゃダメよ～
c513_87_ctskill	退散してください。
c513_87_death_1	神の呪いが降りかかるでしょう。
c513_87_death_2	再臨の時が来るでしょう…
c513_87_drive	神の呪いを受けよ～！
c513_87_hit_1	痛いのはイヤなのに…
c513_87_hit_2	必死ね～
c513_87_hit_3	おもしろくないわね～
c513_87_hit_4	目障りよ。
c513_87_hit_5	鬼ごっこしたいの～？
c513_87_hit_6	おバカさんね～
c513_87_hit_7	フン！
c513_87_hit_8	ツイてるわね。
c513_87_hit_9	まだまだね～
c513_87_prskill	もっともっと楽しみましょう～
c513_87_skill	逃げちゃダメよ～
c513_88_boss_long	ここは偶像の楽園です。
c513_88_boss_short	ようこそ、迷える羊さん。
c513_88_bubble_prskill	悔い改めなさい。
c513_88_bubble_skill	悔い改めなさい。
c513_88_ctskill	退散してください。
c513_88_death_1	神の呪いが降りかかるでしょう。
c513_88_death_2	再臨の時が来るでしょう…
c513_88_drive	神を迎えよ！
c513_88_hit_1	愚かですね。
c513_88_hit_2	よくも…
c513_88_hit_3	疑わないでください。
c513_88_hit_4	侮辱しないでください。
c513_88_hit_5	悟りなさい。
c513_88_hit_6	贖(あがな)いなさい。
c513_88_hit_7	傲慢ですね。
c513_88_hit_8	無知な者よ。
c513_88_hit_9	闇に閉ざされるでしょう。
c513_88_prskill	偽りの預言者に審判を。
c513_88_skill	神を迎えよ！
c513_89_boss_long	ここは偶像の楽園です。
c513_89_boss_short	ようこそ、迷える羊さん。
c513_89_bubble_prskill	悔い改めなさい。
c513_89_bubble_skill	悔い改めなさい。
c513_89_ctskill	退散してください。
c513_89_death_1	神の呪いが降りかかるでしょう。
c513_89_death_2	再臨の時が来るでしょう…
c513_89_drive	神を迎えよ！
c513_89_hit_1	愚かですね。
c513_89_hit_2	よくも…
c513_89_hit_3	疑わないでください。
c513_89_hit_4	侮辱しないでください。
c513_89_hit_5	悟りなさい。
c513_89_hit_6	贖(あがな)いなさい。
c513_89_hit_7	傲慢ですね。
c513_89_hit_8	無知な者よ。
c513_89_hit_9	闇に閉ざされるでしょう。
c513_89_prskill	偽りの預言者に審判を。
c513_89_skill	神を迎えよ！
c513_boss_long	ここは偶像の楽園です。
c513_boss_short	ようこそ、迷える羊さん。
c513_ctskill	退散してください。
c513_death_1	神の呪いが降りかかるでしょう。
c513_death_2	再臨の時が来るでしょう…
c513_drive	神を迎えよ！
c513_hit_1	愚かですね。
c513_hit_2	よくも…
c513_hit_3	疑わないでください。
c513_prskill	偽りの預言者に審判を。
c513_skill	悔い改めなさい。
c513_spa	この場所を私に捧げるのならば、\あなたに褒美を与えましょう。
c513_startbt	いけにえの準備はできましたか？
c513_story1	こんなに有能な奴隷を\どうして捨てちゃったのかしら？\おバカな悪魔だわ～
c513_story2	私はアクラシア。\愚かなあなたがたを光へと導く羊飼いです。
c513_story3	ミトラ様にそうしろと言われたでしょう？\まさか、あの方のご命令に\背くつもりではないでしょうね？
c513_true1	私の軍勢は人間界、ひいては地獄をも\覆いつくすでしょう。
c513_true2	私はみなさんを導く唯一の光です。\さぁ、私の声を聞きなさい。
c513_true3	天国に行きたいのですか？\みなさんが行くことを許されたのは、\燃え尽きることのない地獄の火の池だけです。
c513_victory	賛美しなさい。
c514_boss_long	テキトーに終わらせよう～
c514_boss_short	きみ誰？
c514_ctskill	あ～もうっ！めんどくさい！
c514_death_1	ほんっとムカつく！
c514_death_2	運がよかっただけだよ！
c514_drive	生かすか殺すか、どっちにしよっかな？
c514_hit_1	邪魔なんだけど！
c514_hit_2	死にたいの？
c514_hit_3	いい加減にして。
c514_prskill	助けてくださ～いって言ったら？
c514_skill	勝負するまでもないね～
c514_spa	人間界に魔界温泉があるなんて知らなかった～！\これなら魔界に戻る必要もなさそうだね？
c514_startbt	手伝ってあげてもいいけど？
c514_story1	いいから早く願いごと言って！\ほんっとムカつくんだから！\言わなきゃ殺すよ？
c514_story2	何してんの？早く案内して。\きみをいじめたヤツをこらしめてあげる。
c514_story3	そうそう。\賛美とか奉仕とかはなんの意味もないの。\記憶に残るのはお金だけだからね。
c514_true1	人間って力もないくせに、欲張りだよね。\だから悪魔に願いごとを言うのかな？
c514_true2	なんでそんなにエラそうなの？\自慢できるのは顔だけのくせに…ふん…
c514_true3	あたしが王国を作ったら、きみを雇ってあげる。\たとえば…デュエッサ様の道化師とかどう？\あははっ！
c514_victory	あたしをもっと敬って！
c517_boss_long	楽しそうなおもちゃじゃん？
c517_boss_short	期待しちゃう～
c517_ctskill	照準！発射～！
c517_death_1	あたし、爆発寸前なんですけど～！
c517_death_2	ヤバすぎ！
c517_drive	もうバテてんの？
c517_hit_1	えっ？
c517_hit_2	スゴイじゃん！
c517_hit_3	伏せて～！
c517_prskill	死んじゃえ～！
c517_skill	バ～ン！
c517_spa	あたしと一緒に入りたいって？\しょうがないな～ご主人様だけ、特別だよ？
c517_startbt	誰からイジメよっかな？
c517_story1	チャイルドっていいね。めっちゃおもしろい！
c517_story2	誰か呼んだ～？
c517_story3	じゃ、あたしたちもそろそろ始めよっか～？\ご主人様のための、サプライズパーティー！
c517_true1	つまんな～い！なんかおもしろいことないの？\あたしと遊んでくれないなら、\死ぬまでイジメてやる～！
c517_true2	逃げないでよ～\あたしが遊んであげるって言ってるじゃん！
c517_true3	逃げてもムダだよ、ご主人様！\地球の果てまで追いかけるからね～きゃははっ！\あれ、本気でビビらせちゃったかな？
c517_victory	え～もう終わり？
c520_10_boss_long	魔界も人間界も、みんななくなってしまえッ！
c520_10_boss_short	サラス、アンタもヤツらの一味でしょ？
c520_10_ctskill	消え失せてッ！
c520_10_death_1	うッ！
c520_10_death_2	パンドラ…
c520_10_drive	運命なんて、壊してしまえばいいわ。
c520_10_hit_1	くッ！
c520_10_hit_2	ううッ！
c520_10_hit_3	よくもやったわね…
c520_10_prskill	運命がなんだって言うのッ！
c520_10_skill	目障りよ。
c520_10_spa	何もかも忘れるくらい、最高ね…
c520_10_startbt	運命のイタズラなんか、ぶち壊してやるわ。
c520_10_story1	それでたった2輪しか残ってないってことね？
c520_10_story2	サラス！\待ちなさいよ！\こんな別れ方ってある！？
c520_10_story3	《アイツ》が仕掛けた\《運命》の罠を破壊できるように。
c520_10_true1	こんなものを手に入れるために、\アタシは数千年、数万年もの歳月を費やしたの？
c520_10_true2	サラスはアイツに騙されたに違いないわ。\そうじゃなきゃ困るの。
c520_10_true3	もう少し待ってみるわ。\確実に近づいてる。
c520_10_victory	アタシを阻む運命なんて、何も怖くないわッ！
c520_87_boss_long	魔界も人間界も、みんななくなってしまえッ！
c520_87_boss_short	サラス、アンタもヤツらの一味でしょ？
c520_87_bubble_prskill	運命を受け入れる準備はできた？
c520_87_bubble_skill	痛かったら悲鳴をあげて！\その方が楽しいわ。
c520_87_ctskill	アタシの前から消えて！
c520_87_death_1	うっ…
c520_87_death_2	パンドラ…
c520_87_drive	ウソはダメよ～
c520_87_hit_1	うっ…
c520_87_hit_2	くうっ…
c520_87_hit_3	よくもやったわね…
c520_87_hit_4	やるわね。
c520_87_hit_5	そんなんじゃダメよ。
c520_87_hit_6	とっとと失せて。
c520_87_hit_7	苦痛なんて…
c520_87_hit_8	チッ！
c520_87_hit_9	ううッ！
c520_87_prskill	運命を受け入れる準備はできた？
c520_87_skill	痛かったら悲鳴をあげて！\その方が楽しいわ。
c520_88_boss_long	魔界も人間界も、みんななくなってしまえッ！
c520_88_boss_short	サラス、アンタもヤツらの一味でしょ？
c520_88_bubble_prskill	運命を受け入れる準備はできた？
c520_88_bubble_skill	痛かったら悲鳴をあげて！\その方が楽しいわ。
c520_88_ctskill	アタシの前から消えて！
c520_88_death_1	うっ…
c520_88_death_2	パンドラ…
c520_88_drive	ウソはダメよ～
c520_88_hit_1	うっ…
c520_88_hit_2	くうっ…
c520_88_hit_3	よくもやったわね…
c520_88_hit_4	やるわね。
c520_88_hit_5	そんなんじゃダメよ。
c520_88_hit_6	とっとと失せて。
c520_88_hit_7	苦痛なんて…
c520_88_hit_8	チッ！
c520_88_hit_9	ううッ！
c520_88_prskill	運命を受け入れる準備はできた？
c520_88_skill	痛かったら悲鳴をあげて！\その方が楽しいわ。
c520_89_boss_long	魔界も人間界も、みんななくなってしまえッ！
c520_89_boss_short	サラス、アンタもヤツらの一味でしょ？
c520_89_bubble_prskill	運命を受け入れる準備はできた？
c520_89_bubble_skill	痛かったら悲鳴をあげて！\その方が楽しいわ。
c520_89_ctskill	アタシの前から消えて！
c520_89_death_1	うっ…
c520_89_death_2	パンドラ…
c520_89_drive	ウソはダメよ～
c520_89_hit_1	うっ…
c520_89_hit_2	くうっ…
c520_89_hit_3	よくもやったわね…
c520_89_hit_4	やるわね。
c520_89_hit_5	そんなんじゃダメよ。
c520_89_hit_6	とっとと失せて。
c520_89_hit_7	苦痛なんて…
c520_89_hit_8	チッ！
c520_89_hit_9	ううッ！
c520_89_prskill	運命を受け入れる準備はできた？
c520_89_skill	痛かったら悲鳴をあげて！\その方が楽しいわ。
c520_boss_long	運命なんか、ズタズタに引き裂いてやるわ。
c520_boss_short	運命なんて、信じないわ。
c520_ctskill	アタシの前から消えて！
c520_death_1	うっ…
c520_death_2	パンドラ…
c520_drive	ウソはダメよ～
c520_hit_1	うっ…
c520_hit_2	くうっ…
c520_hit_3	よくもやったわね…
c520_prskill	気を抜くのはまだ早いわよ！
c520_skill	痛い？
c520_spa	何もかも忘れるくらい、最高ね…
c520_startbt	パンドラ、アンタをきっと蘇らせるわ。
c520_story1	それでたった2輪しか残ってないってことね？
c520_story2	サラス！\待ちなさいよ！\こんな別れ方ってある！？
c520_story3	《アイツ》が仕掛けた\《運命》の罠を破壊できるように。
c520_true1	ついに手がかりをつかんだわ。
c520_true2	人間界に黄泉の花の伝説が広まっていたとはね。
c520_true3	《運命》の力って、思ったより強力なのね。
c520_victory	ウソはダメって言ったでしょ～？
c521_10_boss_long	他のヤツらと一緒にしないで。
c521_10_boss_short	邪魔しないで。
c521_10_ctskill	しつこいよ。
c521_10_death_1	思い通りにはさせないから。
c521_10_death_2	絶対忘れないから。
c521_10_drive	私の好きにさせて。
c521_10_hit_1	フン。
c521_10_hit_2	触らないで！
c521_10_hit_3	バカみたい。
c521_10_prskill	どいてくれない？
c521_10_skill	うるさい。
c521_10_spa	ここは私の好みじゃないですね。
c521_10_startbt	言われた通りに動きますね。
c521_10_story1	あのとんまみたいになりたいっていう願いから\私が生まれたなんて言えない。
c521_10_story2	その必要はありません。\チャンスさえあれば、なんの未練もなく\あなたのもとを去りますから。
