// key	CHAT_SPA_
sc001_spa_1	Whew...\Nothing like a little self-care ♥
sc456_spa_1	Oh, this feels so wonderful! My skin feels so smooth, too.\Want to touch? Oh, my... Do you really want to touch me?
sc456_spa_2	I'm honored to serve Juno.\Because well, at least he's handsome.
sc456_spa_3	Amos Island is peaceful and quiet.\I'd love to spend the rest of my life here.
sc456_spa_4	I wish there was a spa on Amos Island.\Perhaps, I should talk to Juno about that.
sc456_spa_5	The weather's great. The mood's great. It's a great day.\Except that I'm not with the a person I desire.
sc456_spa_max	Sir Demon, maybe I'm so used to seeing you now,\but for a moment, you looked handsome.
sc457_spa_1	This place has a gentle charm to it.\It's almost as pleasant as teatime.
sc457_spa_2	As a butler,\I hear more than you'd think.
sc457_spa_3	On Amos Island, you can recover your vitality.\Seems like you could use a rest, too.
sc457_spa_4	I want to travel one day.\So that I may fulfill my pactmaker's will...
sc457_spa_max	So long as the pactmaker's will remains within me,\he will continue to live on.
sc458_spa_1	Hmm... Are we seeing who can stay in the hot water longer?
sc458_spa_2	Aww... I'm so relaxed... I can't keep my eyes open...\Ah! This is a trap! I almost fell for it!
sc458_spa_3	Sports are synonymous with pain.\Come on, pour more hot water on me!
sc458_spa_4	The moment you give up, you lose the race.\My life is meaningless outside racing...
sc458_spa_5	This place is too nice to be wasted on a dumb fight.\You're pretty nice, too.
sc458_spa_max	That was a good bit of sport. You're a worthy opponent.
sc459_spa_1	Hm... I wish Cacus was here...
sc459_spa_2	Ahhh... I can feel my fatigue melting away.\Where's Cacus?
sc459_spa_3	Ah... Cacus... I hope she's not getting herself into trouble again...
sc459_spa_4	It's true I spend a lot of time with Cacus,\but she's my sister.
sc459_spa_5	I'm fine so long as you take care of Cacus.\She may not seem like it, but she's sweet.
sc459_spa_max	Truth be told, I've been so busy taking care of Cacus that I neglected myself.\Thank you. I feel much better now.
sc460_spa_1	This place smells wonderful.\I'd love to come back here with her.
sc460_spa_2	How much can I trust you?\Nothing can change the fact that you're a demon...
sc460_spa_3	Childs are not tools, at least to me.\My Child was my friend—my family.
sc460_spa_4	All precious things disappear eventually.\I wonder if she was taken from me because I cherished her.
sc460_spa_5	Cacia thinks I just play the hero,\but I really do want to be a hero for Childs one day.
sc460_spa_max	When I become Archfiend, I'll create a world\in which no Child has to suffer.
sc461_spa_1	Demon, this place is expensive, isn't it?\I know you don't have money, so I won't stay too long.
sc461_spa_2	Every day I waited for you.\It was hard, but it's okay now. We're together again.
sc461_spa_3	What do you think, demon?\Do I shine as beautifully as I did before?
sc461_spa_4	No need to hurry.\Our house isn't going anywhere.
sc461_spa_5	I thought about what to say when you returned. But now that you're here,\I'm so happy that I can't think of anything else.
sc461_spa_max	Don't worry. We'll be happy one day.\I'll make sure of it.
sc462_spa_1	Have you seen Sayoko?\Hehe. She can be so shy sometimes.
sc462_spa_2	No one gets to forgive her.\They all left her. I... I'm a sinner, just like her.
sc462_spa_3	I can't be Sayoko's light.\I can only walk beside her in the darkness.
sc462_spa_4	I may not be able to save Sayoko,\but I can be the shade under which she hides from the rest of the world.
sc462_spa_5	I don't care if you're a demon or God.\I can be a demon myself if it's to protect Sayoko.
sc462_spa_max	Aim for a higher place.\Sayoko and I will watch you from the lowest parts of the earth.
sc463_spa_1	This place is a bit...noisy. Can we go somewhere quieter?
sc463_spa_2	It's not like I want to be so bad at directions.\So, can you stop nagging me?
sc463_spa_3	Tell me the truth, kid. You're not ready\to accept me yet, are you? You're soft.
sc463_spa_4	If you're just going to stare, please leave.\Unless you want to join me. Ha ha.
sc463_spa_5	I admit I'm lucky to have met you,\but that doesn't mean I'll tolerate that arrogant look.
sc463_spa_max	I'm afraid the threads of our fates are entangled.\I've no choice but to stay with you.
sc464_spa_1	I haven't felt so peaceful for a long time.
sc464_spa_2	Form is emptiness; emptiness is form.\Everything that exists doesn't exist at the same time.
sc464_spa_3	The more I cleanse my mind, the more I realize\nothing is entirely pure. What really is good?
sc464_spa_4	A wound only becomes the past when it's scabbed over.\Your wound is still open.
sc464_spa_5	Once I wanted to punish all evil. But then,\I met you and realized I must embrace evil.
sc464_spa_max	Would I meet you if I were born again?\Would we remember each other?
sc465_spa_1	You should rest...\I'm sorry.
sc465_spa_2	I'm well-rested, thanks to you.\I'll repay you by winning our next battle.
sc465_spa_3	I'll train Nezha and make sure she pulls her weight.\Please don't hate her even if she has a tendency to misbehave.
sc465_spa_4	Master, may I have Nezha here with me?\She's always so exhausted...
sc465_spa_5	You've been such a generous master, I don't know\how to repay you. I am forever in your debt.
sc465_spa_max	Now, you'll be my master forever.
sc466_spa_1	Oooh, I didn't know there was a place like this. It looks nice.
sc466_spa_2	Whoa, look! This foam is so fluffy!\This is fun. I'd love to come here more often!
sc466_spa_3	Master, why didn't you bring me here sooner?\Were you keeping this place to yourself?
sc466_spa_4	Mm... My skin feels soft... I feel relaxed, too...\This is wonderful. Thanks, Master.
sc466_spa_5	So far, you've been the best master I've had. *Ahem!*\So, you'd better keep it up and not abandon me! Promise?
sc466_spa_max	Aaah... I feel fully rested now. Hehe!\Thanks, Master. You're the best demon in the world!
sc467_spa_1	Oh, I didn't expect such a gift!\I'll never forget this.
sc467_spa_2	I recommend this spa to my patients as well.\Flins and I come here often, actually.
sc467_spa_3	Would you like to join Flins and I for dinner later?\Hm? You don't feel comfortable around him? Oh...
sc467_spa_4	Flins must be watching me from somewhere,\ready to leap to my rescue at a moment's notice. Ha ha.
sc467_spa_5	You're just like Flins.\Especially how you can't be left alone for too long. Ha ha.
sc467_spa_max	I didn't help you just to repay you.\I did it because you're my friend.
sc468_spa_1	It's hot! I don't understand you guys.\Why do you like to bathe in such hot water?
sc468_spa_2	I feel comfortable when I'm with Nephthys.\It's not too bad to get close to another Child.
sc468_spa_3	Did you know? I don't have to read your mind to know\what you're thinking. Your face gives it away. It's funny.
sc468_spa_4	At first, I thought you were narrow-minded,\but now I know what a good master you are to your Childs. Thank you.
sc468_spa_5	I'll stop everyone who approaches you with evil intent.\So, move forward confidently.
sc468_spa_max	Don't worry, even if no one seems to know\how hard you work. Because I do.
sc469_spa_1	Nothing beats a hot bath\after a hard day's work.
sc469_spa_2	Do you know what the most important thing is for singing groups like us? It's a passion for music\and love for our fans!
sc469_spa_3	Blah, blah, blah! Did you call me? Just give me a moment.\I'm practicing my autograph on the water for when I'm famous.
sc469_spa_4	Master, wouldn't it be nice if I was the Infernal Realm's greatest singer\and you were Archfiend?
sc469_spa_5	Hard work pays off, Master.\How'd you like to become the world's greatest manager?
sc469_spa_max	Maybe I should aim for dominating the Infernal Realm with my songs,\and with you as my manager.
sc470_spa_1	I'm not afraid of the water anymore!
sc470_spa_2	Sometimes I wonder what was going through the minds\of the first humans who saw a hot spring\and decided to hop in.
sc470_spa_3	I've tried learning to swim.\But I can't... I can't swim so...\Um, never mind!
sc470_spa_4	It's good to work hard.\You can be better today than you were yesterday, and better tomorrow than you are today.
sc470_spa_5	I don't even want to imagine putting on a show\where you're not watching, Mr. Demon!
sc470_spa_max	I'm aiming to be one of the best pop stars,\even if it takes a while.\You'll help me, won't you?
sc471_spa_1	Wait, wait! You can't go past this point.\Don't wanna spoil the mystery.
sc471_spa_2	Pretty Sweet Devi Sexy! That sounds catchy, right?\How'd you like to be my Petite Devi?
sc471_spa_3	As usual, I'm going to stretch, warm up my voice, practice my dancing skills,\and then work on my charm—ah! How long have you been watching me?!
sc471_spa_4	How do pop stars stay popular? Mm, Aria would probably say\it's being unique and a having a pretty smile.
sc471_spa_5	Why don't you just join us? You could split your work with Maestro.\How about it?
sc471_spa_max	This may sound ridiculous,\but I want us to dominate the world with our songs. And I know if you're with us, we can do it.
sc472_spa_1	Ahh,\the hot spring's so warm and relaxing.\I could just melt away in here.
sc472_spa_2	You know, Neptune♥ always gets on my case\whenever I try to take a nap.\There's gotta be something I can do.\*sigh*
sc472_spa_3	Everyone in Planet Party\has been getting along swimmingly lately.\That's, at least in part, because of you.\So, thanks.
sc472_spa_4	Nowadays I almost forget I'm a demon.\Guess that's how powerful\the pull of the pop star is.\...Not that I'm complaining.
sc472_spa_5	I find it so charming\seeing all the cute little members improve.\On that note, though,\if anyone tries to get the best of them,\they'll have to deal with me.
sc472_spa_max	I get mixed feelings\whenever I think about going back to the Infernal Realm.\Seems I'm still a little hung up\on you and the Mortal Realm.
sc473_spa_1	So hot and relaxing! Delightful! What?\You look jealous.
sc473_spa_2	Why did you leave all of a sudden? Wait, let me guess.\Mm... You tried to run away from the Contest because you were scared, didn't you?
sc473_spa_3	I don't know if I deserve such a luxury.\What do I do to repay you? Hmm... Why do you look worried all of a sudden?
sc473_spa_4	You shouldn't bottle up your emotions like that.\Talk to me if you have a problem. I'm a good listener.
sc473_spa_5	I'm sorry I acted like a babe. I really want to\help you now. Will you accept my help?
sc473_spa_max	Forget your worries and count on me.\I'm your lucky charm!
sc474_spa_1	If we have no business,\leave me be.
sc474_spa_2	These scars? They're nothing.\You should see other blacksmiths\and how many scars they have.
sc474_spa_3	Why did I become a blacksmith?\I don't know. I haven't really thought about it.\That was so long ago...\Well, whys don't really matter, do they?
sc474_spa_4	Striking melted iron creates\a beautiful display of sparks. It's so artistic.\Hah, you don't get it, do you?
sc474_spa_5	You think demons can't be creators?\I think every living thing\has an ember inside it.\I can see yours.
sc474_spa_max	Don't kill the ember inside you.\Let it burn forever,\so it'll keep your brazier kindled.
sc475_spa_1	I'm so relaxed that I might fall asleep. If you see me floating in the water,\please get me out.
sc475_spa_2	I heard hot baths were good for your health,\so I once stayed in one until I nearly fainted. Haha!
sc475_spa_3	Some new potential rivals?\I'm not worried about competition. We have something no one else has.
sc475_spa_4	Sometimes you underestimate yourself.\You shouldn't; you're much greater than you think.
sc475_spa_5	I want to sing on a bigger stage.\Maybe you can help me with that.
sc475_spa_max	Lead us with confidence.\We trust you, Sir Demon.
sc476_spa_1	I hope you won't get angry even if I stay here all day.\Hah hah... I was just pulling your leg.
sc476_spa_2	Master, stop standing in the corner and come over here.\Let's have a chat and create pleasant memories.
sc476_spa_3	One day, I'd love to bring my and Metis's pactmakers here\and enjoy bathing together.
sc476_spa_4	Demon, are demons compatible with humans?\Then, how'd you like to go out with my pactmaker? Oh, don't run away!
sc476_spa_5	I don't know how tough it is to compete in the Archfiend Contest,\but I'll try my best to help you win it.
sc476_spa_max	Call me if you need me for anything.\I'll be there to help you.
sc479_spa_1	I've never wasted my time in a place like this.
sc479_spa_2	Do people really stay here for hours?\When do they train, then?
sc479_spa_3	What are you up to?\Why do you keep taking me on these nice spa trips?
sc479_spa_4	I've learned a few stretching techniques\to take advantage of hot baths.
sc479_spa_5	Perhaps I needed some time to relax like this.\Thank you for such a nice gift.
sc479_spa_max	You will be Archfiend. I'll make sure of it.\I refuse to settle for anything less than best.
sc480_spa_1	Whoa! I've never been to such a nice place!\Hey, want to come in and join me?
sc480_spa_2	Do we have to leave already? Aww...\Can't we stay for a little longer?
sc480_spa_3	Ah, I bought a bunch of bath salts to use on my spa days,\and I totally forgot about them. Could you bring them to me? Hee hee.
sc480_spa_4	You keep taking me on these nice spa trips.\You don't have any ulterior motives, do you? Hee hee.
sc480_spa_5	Hey, wait! You're not going to leave me alone here, are you?\Come on, stay with me for a little longer.
sc480_spa_max	You must be the best demon in the world.\How else would you know of this wonderful spa? Teehee!
sc481_spa_1	Ah, that hit the spot! I commend you this time.
sc481_spa_2	Hey, Carrot. Keep my grenade launcher close.\Even a hot spa isn't safe from enemy attack.
sc481_spa_3	Anywhere can become a battlefield.\A relaxing spa is no exception.
sc481_spa_4	Why do you hate it when your succubi ask you to make a pact?\Don't you want more comrades?
sc481_spa_5	You can always rely on me, Carrot. We're comrades.\I would die for you.
sc481_spa_max	Now that we're well-rested, let's go back to fighting!
sc482_spa_1	Why aren't there any fish in the hot spring? Isn't the hot spring water good for them as well?\...Excuse me? It'll cook them?
sc482_spa_2	Master, look! Two leaves fell onto the water,\and now they're dancing together!
sc482_spa_3	That sound... Was that Takuro's voice or did I just imagine it?\It must be my imagination. Please, tell me that's all it was.
sc482_spa_4	When you become Archfiend, can you do anything you want?\Then, I'd like you to make it rain ice cream instead of snow in winter.
sc482_spa_5	I'm not confident in a fight, but I won't give up,\no matter what. You shouldn't, either, Master.
sc482_spa_max	Take the lead, Master.\I'll bring up the rear.
sc483_spa_1	Wow. This outdoor bath is quite nice.
sc483_spa_2	Outdoor baths are wonderful\but you're a sitting duck for snipers.
sc483_spa_3	Demon.\Battle requires rest.\When you rest, rest well,\because battle knows no end.
sc483_spa_4	Do you know what you need to be a strong soldier?\Ingenuity, that's what.\That will be your key to victory.
sc483_spa_5	Benevolence is more important than military might or intellect.\There is promise in you.
sc483_spa_max	Shut up and follow me.\I'll make sure you win.
sc485_spa_1	Don't bother fussing about me much.\You won't get anything in return.
sc485_spa_2	Yuna seems glad to have met you.\I don't expect anything from you, though.
sc485_spa_3	Still here?\You're not going to have any fun hanging around me.
sc485_spa_4	I'm a puddle in the back of Yuna's mind.\Rotting, slowly but surely.
sc485_spa_5	My wish is for Yuna to be happy.\If that wish is granted, I won't be needed anymore.
sc485_spa_max	I thought you'd changed...\But I guess you're still the same.\Despite how much I changed...
sc486_spa_1	This hot spring's surprisingly lukewarm.\Can't it get any hotter?
sc486_spa_2	Hey, you.\What are you doing standing around in a daze?\Wash your grimy butt already.
sc486_spa_3	Not the time to be lazing about, you say?\Bahaha!\I actually don't mind that sass.
sc486_spa_4	Revenge? You little demon brats don't even know how to fight!\Bahaha!\Living long does have its perks.
sc486_spa_5	Can't believe a buncha greenhorns would do me in.\But ya know, it was a good experience.\Revenge is the source of magic power.
sc486_spa_max	Believe it or not, I think you've got a future.\Make it through this, ya hear?\I'll congratulate ya when the Archfiend Contest is over.
sc488_spa_1	Do you have anything I could eat while I soak in the bath?
sc488_spa_2	Don't talk to me. I'm thinking of something important.\Hm, should I go with fried chicken?\A burger sounds really good, too.\There's also pizza...
sc488_spa_3	Potatoes really are the most delicious thing in the world.\They're great fried or even boiled!
sc488_spa_4	What's so difficult?\If you wanna do something, just do it.
sc488_spa_5	Did you think I never noticed\how you sigh when you look at me?\I think about you too, you know.
sc488_spa_max	Don't order me around just 'cause you're my master.\Even I would help you out\if you just asked in a cute way!
sc489_spa_1	I've never seen such a small bath before...\Well, I suppose it doesn't matter.
sc489_spa_2	Ah... I'm so bored. Why don't you do something to amuse me?\I'll grant you a wish in return.
sc489_spa_3	I see you're always surrounded by friends. I envy you.\All of mine are weirdos.
sc489_spa_4	You think I've made you miserable? Hah hah. I'm sorry,\but you were born miserable. I simply reminded you.
sc489_spa_5	Demons feed on human desires.\That's probably why we can never be satisfied.
sc489_spa_max	How much longer am I going to torment you?\Let's see... Until you're sucked completely dry. Hah hah hah!
sc493_spa_1	There are so many strange things on Earth...\Hey, what are you doing? Turn around.
sc493_spa_2	We get to enjoy such luxury during times of war...\Incredible.
sc493_spa_3	I'm going to get myself one of these hot springs\when I go back to Putena. It's so relaxing.
sc493_spa_4	I'm tired of fighting, but I must protect my mother\and my hungry people. You have things to protect, too, don't you?
sc493_spa_5	I'll do my best to help you until I return to Putena.\You'll be Archfiend, and I'll reclaim my empire.
sc493_spa_max	Thank you. I won't forget this.\I swear on my royal title.
sc494_spa_1	Hmm ha hoo huh hmm! ♬ I can't stop humming.\This hot spring on Earth is so pleasant.
sc494_spa_2	There's a hot spring like this in Putena.\It even smells similar. I miss Putena...
sc494_spa_3	I still think of His Majesty every night.\I miss him so much, especially when I'm in a place like this.
sc494_spa_4	Has Messier been here before? This place is so warm.\I wish she were here with me.
sc494_spa_5	I'll miss this place when I go back to Putena.\Ho ho! And you, of course.
sc494_spa_max	Thank you. You took me under your wing when I had no place to go.\You're so kind.
sc495_spa_1	You said you were taking me somewhere nice\but you lied!\What are you trying to do?\Boil me alive to eat me?!
sc495_spa_2	Masteeer.\How long are you staying in there?\Staying in that scalding water for so long is weird.
sc495_spa_3	Heheh.\I got used to the hot springs, too.\Feel free to stay in a while longer, Master.
sc495_spa_4	Master, Silk and Poppy\found happiness thanks to you.\So, I'm going to make sure\you find it, too!
sc495_spa_5	Master, you're nothing like a demon.\Your heart is so soft.\Which is why I'm going\to keep it safe!\Heehee.
sc495_spa_max	Master, I'm really, really, really serious about this.\You tell me when you're in danger.\We'll run away together somewhere really far!\Okay?!
sc496_spa_1	Master!\What a fabulous pool!\What?!\You can't swim in here?
sc496_spa_2	Hot springs are so nice!\They warm up your body and mind.\There's something healing about them.
sc496_spa_3	These hot springs are too good\to keep to ourselves!\We gotta spread the word to lots of humans--\oh, we can't tell humans, can we?
sc496_spa_4	Hey, Master, why don't we travel the Mortal Realm together,\helping people along the way?\Hey, why are you covering your ears?
sc496_spa_5	Master, do you have a dream?\What is it?!\If you tell me...\then I can make it come true.
sc496_spa_max	Master, listen.\If you have trouble with anything,\come to me first. Okay?\I'll be there to lend a hand.
sc497_spa_1	When did you prepare such a nice event?\Alright, what do you want? What do you want to look like?
sc497_spa_2	I don't have time to waste in a place like this.\I've got a mountain of subjects to study.
sc497_spa_3	This is Heaven! Hah hah, I'm joking.\But I'd love to see the Heaven that you humans have imagined.
sc497_spa_4	I've read numerous alchemists' research journals.\All of them only hovered at the edges of truth.
sc497_spa_5	Methuselah bit me while I was distracted.\Hah hah! His fangs weren't as dull as I expected.
sc497_spa_max	We're blind snakes. That's why we pursue\our own tails. So twisted, isn't it?
sc498_spa_1	A hot spring?\Water seems a bit tepid, but hey, I'll take a break.
sc498_spa_2	An Archfiend Contest?\Sounds good for a warm-up.
sc498_spa_3	What's the matter, kid? Hopping in or not?
sc498_spa_4	I think I'm about done.\Are you getting out now, too?
sc498_spa_5	Gimme a break...\All right, fine. I'll tag along for now.
sc498_spa_max	Care for a ride?\You can hop in the sidecar.
sc499_spa_1	I've never been to a place that made me feel like this.
sc499_spa_2	Warm... This is very comfortable.
sc499_spa_3	People need rest. Let's rest together.
sc499_spa_4	Tell me. Why do you want to become the Archfiend?
sc499_spa_5	You were kind to tell me about this place.\Thank you. I have enjoyed it.
sc499_spa_max	Davi, Mona, and Lisa are here, too.\I'm lonely but I'm not lonely.
sc500_spa_1	It's not so bad taking a nice break like this\every once in a while.
sc500_spa_2	A woman's hair is her life. She has to take good care of it.
sc500_spa_3	Do you plan to stay there staring the whole time? You'll wish you hadn't.
sc500_spa_4	You want to know how I rate the place?\It's passable, in my book.
sc500_spa_5	What happened? Stay in too long?\Your face is redder than a tomato.
sc500_spa_max	Relaxing here for a bit might not be so bad...\At least until I get back home.
sc501_spa_1	You sure this is hot enough?\Let me heat it up some more with my fire.
sc501_spa_2	Everyone tries so hard to achieve Nirvana that they become blind.\Don't they know Paradise is to be found on Earth, not in Heaven?
sc501_spa_3	Nothing lasts forever,\so enjoy it while you can.
sc501_spa_4	So, who do you think you really are?\Who lies hidden beneath your skin?
sc501_spa_5	Do you know where you came from and where you're going?\You exist to find the answers.
sc501_spa_max	Set aside anger. Don't be overjoyed or great in sadness.\Show yourself some kindness.
sc502_spa_1	Whew, thank you.\I feel as if I'm on vacation.
sc502_spa_2	I think the Teacher is here, too. Could you find her for me?\I need a bit of rest in the meantime...
sc502_spa_3	If I keep praying and training, I'll become at least\half as good as my teacher, right? That's good enough for me.
sc502_spa_4	There's a time for everything. Flowers bloom and fall\as the seasons change. You'll bloom one day, too.
sc502_spa_5	Iron rusts from disuse, and stagnant water loses its purity.\Don't hesitate to keep moving forward.
sc502_spa_max	Let me know if you need my help.\I can do my part.
sc503_spa_1	This is a land of rest for body and mind.\It's as if I were in the Celestial Realm's paradise.
sc503_spa_2	I sense the energy descending the mountains.\The energy within me flows smoothly\when I soak in this hot spring.
sc503_spa_3	Do you want to contain the earth's energy for longer?\Heh heh...\In that case, give me a call.
sc503_spa_4	The cosmic dual forces must be in harmony\to bring in positive energy.\We can find harmony\if you enter the hot springs with me.
sc503_spa_5	I'm concerned by the wind's disturbance\of the soil's energy.\Say the word and I'll block it.
sc503_spa_max	Our meeting must have been ordained by fate.\Should you become Archfiend,\I will relay Rinko's data.
sc504_spa_1	Hold on a second!\Have you been hogging this awesome place\this whole time?
sc504_spa_2	It's kinda lukewarm, don't you think?\Could you make it hotter for me?\Umm... Hello?\You were ignoring me 'cause I'm weak, weren't you?
sc504_spa_3	What human told you about this hot spring?\You can tell me.
sc504_spa_4	You should just run away\if you don't wanna deal with the Archfiend Contest.\Heck of a sense of duty for a demon.
sc504_spa_5	This is the first time I befriend a demon.\I wonder how things might've been\if we'd met before I came to the Mortal Realm.
sc504_spa_max	You've got a delicate heart,\just like me.\I really hope a gentle demon like you\becomes Archfiend.
sc505_spa_1	Ah! Following up a race with a hot bath...\This is perfect!
sc505_spa_2	I see athletic-looking Childs here and there, Master.\How about we gather them and hold a sports day?
sc505_spa_3	Pop quiz, master! The cheetah is the fastest animal.\But who's the fastest Child?
sc505_spa_4	Master, so, when are you going to become Archfiend? What? Never? Don't say that!
sc505_spa_5	I really love running. The thing I love second\most is enjoying beautiful scenery. With you.
sc505_spa_max	With you, I can go running anywhere, to the ends of the Infernal Realm...\or the universe! I know I can!
sc506_spa_1	You're such a good master,\bringing me to a hot spring like this.
sc506_spa_2	I like running because I can enjoy the beautiful scenery\and feel nature through my whole body as I do it.
sc506_spa_3	Demon, aren't you interested in a group competition?\Sometimes, I want to run with lots of other Childs.
sc506_spa_4	Demon, I want you to be Archfiend, but you don't look like you're interested in that.\Well, I guess I'll have to work hard for both of us. Hehe!
sc506_spa_5	I like when you act as the ref. It feels as if you're welcoming me every time I cross the finishing line.
sc506_spa_max	You just walk the path you believe in.\I'll pave it for you.
sc507_spa_1	What's this?\Did you prepare this hot spring just for me?\'Cause you know, I prefer booze.
sc507_spa_2	Ooh...\This actually feels pretty nice.\But it's made me real thirsty.\If only I had some cold sparkling water...
sc507_spa_3	Aah... So nice.\I'm getting a little dizzy.\Is this what being drunk feels like?
sc507_spa_4	I've grown accustomed to the hot springs.\They're way better than that boring shrine.\Hah hah!
sc507_spa_5	Phew. I'm so refreshed.\I bet some booze would taste amazing right now.\Wanna grab a drink?
sc507_spa_max	My body got so stiff\stuck in the shrine.\But I feel a lot better now.\Thanks!
sc508_spa_1	What is this?\I've never seen a place like this.
sc508_spa_2	Who are you supposed to be?\Why are you being nice to me?
sc508_spa_3	A demon's a demon's a demon.\My mission is to kill every last one of them.\No exceptions.
sc508_spa_4	Becoming friendly with a demon?\If that's a joke, it's a terrible one.
sc508_spa_5	Do not torment the villagers.\If you can abide by that...\I'll stop lumping you in\with all the other demons.
sc508_spa_max	The hot spring is such a mysterious place.\Even if you weren't around,\I'd still protect this place.
sc509_spa_1	Vlad told me a funny story.\Um... It was one where everyone\died at the end.
sc509_spa_2	Deucalion was nothing but a pile of secrets.\Yet strangely enough,\I never doubted him.
sc509_spa_3	It's been so long since I was outside the castle,\and the world seems so different.\I look forward to the experiences awaiting me.
sc509_spa_4	The Elixir is a potion of eternal youth,\and also proof of a promise\that will never be broken.
sc509_spa_5	My days in the Suicide Corps feel like lifetimes ago.\But meeting you,\I feel as if I have returned to that time.
sc509_spa_max	I'm truly glad I met you.\Thank you for finding me\when I was lost to the passage of time.
sc510_spa_1	Expecting a gift or something?\Hate to break it to ya, but I'm broke.
sc510_spa_2	Does the hot spring seem a bit on the scorching side?\Hey, get me an ice cold beer.
sc510_spa_3	What's with that face?\You look like you're dead.
sc510_spa_4	You want me to tell you I'm grateful?\Easy enough... Thanks.
sc510_spa_5	If you plan to make it to the end, gird yourself.\If you go in half-heartedly,\you'll be extremely lucky not to die.
sc510_spa_max	Vampires, demons, humans...\They're all the same to me,\so don't dwell too much on it.
sc511_spa_1	Did you set this up for me?
sc511_spa_2	This isn't a dangerous place, right?\Oh, it's not that I don't trust you,\Mr. Demon.
sc511_spa_3	Hmm... This is really refreshing and everything, but...\I wonder if it's okay for me to rest here.
sc511_spa_4	I wish Turan were here, too...\Oh gosh, I hope it doesn't sound\like I'm complaining.
sc511_spa_5	Is it okay for me to be soaking in these hot springs?\Thank you so much for bringing me here.
sc511_spa_max	Turan's waiting for me, so I should get going.\Sorry.
sc512_spa_1	Oh wow, this is such a nice place.\Do humans come here, too?
sc512_spa_2	Aaah... It's making me so wonderfully warm.\I wish he could be at ease here, too.
sc512_spa_3	I don't need him to share my feelings.\I'm happy just getting to see him.
sc512_spa_4	He's my first love. And he is a human, but...\I still love him with all of my heart.
sc512_spa_5	Philotes has always been a source of courage.\It may be thanks to her\that I learned what love is.
sc512_spa_max	My friend's waiting for me.\I'll be right back!
sc513_spa_1	If you offer this place up unto me,\I shall give you a reward.
sc513_spa_2	Humans can be quite useful.\But their idiocy makes them so unwieldy.
sc513_spa_3	Bear in mind,\those who defy me receive due punishment.
sc513_spa_4	Come here.\I wish to take a better look at your face.
sc513_spa_5	Offer all you have up to me.\I will become your light.
sc513_spa_max	Let me bless you.\What is it you wish for?\I am almighty Akrasia.\All is within my capabilities.
sc514_spa_1	I didn't know there was an Infernal Realm Spa in the Mortal Realm!\That gets rid of any reason to go back to the Infernal Realm, doesn't it?
sc514_spa_2	So many things are inconvenient without Archimago.\Sure, he gives me sass, but he gets the job done.
sc514_spa_3	You're really weird, you know that?\Why don't you take advantage of humans?\Don't tell me you get pangs of conscience!
sc514_spa_4	I'd like to be Archfiend if I could.\But I'm not confident enough. You're the same, right?\Say, wanna come live in my kingdom?
sc514_spa_5	What's wrong with demons becoming gods?\We've been liars from the start.\You should give it a try. It's a riot.
sc514_spa_max	The Infernal Realm is so lame. Everyone looks down on you.\You like it better in the Mortal Realm, too, right?\We're pretty similar, you and I!
sc517_spa_1	You want to hop in with me?\Aw heck, why not? But only 'cause you're the Master.
sc517_spa_2	If you're the reason I was born,\does that make you my daddy?\You being a dad is so stinkin' funny!
sc517_spa_3	You really have no idea\just how much I like you, huh?
sc517_spa_4	You don't wanna fight? You're just a wimp, aren't you?\Well, it's fine. You've got Grendel on your side!
sc517_spa_5	My wish is to have a fun life.\You say demons can't grant wishes,\but I feel like mine's come true thanks to you.
sc517_spa_max	Let's make our lives\super fun together, Master.\And absolutely no running off, you got it?
sc520_spa_1	This is so wonderful I could forget all my cares.
sc520_spa_2	Nice and warm.
sc520_spa_3	This place is better than I expected.
sc520_spa_4	Knowing you, I'm surprised how nice this is.
sc520_spa_5	I'll take hanging out here\over battling against tedious fates.
sc520_spa_max	I wanna come here with Sarasu and Pandora.
sc521_spa_1	This isn't my style.
sc521_spa_2	Hrm... Guess I nodded off.
sc521_spa_3	A Child's duty?\What is the duty of a master, then?\I feel like Dalia doesn't have\any awareness of that.
sc521_spa_4	I don't recall asking you to be nice to me.\I'm not saying I don't like it here, though.
sc521_spa_5	To tell the truth, both you and Dalia are pathetic.\That said, you're easier to be around.
sc521_spa_max	I'll try my best in my own way\as long as we're together.\Consider that the bare minimum courtesy.
sc522_spa_1	I followed you here on the assumption\that I was deceived.\So, let's see how "amazing" of a place this actually is.
sc522_spa_2	I tried to list what Zegati can do.\Number one: comedian. Number two: model.\As for number three...
sc522_spa_3	I've decided.\I'm going to buy out the Infernal Realm Spa!
sc522_spa_4	Zegati and I are going to live happily together\in the Infernal Realm when the Archfiend Contest ends.\It's our destiny.
sc522_spa_5	Consider yourself lucky you met me.\I'm about to carve out your destiny for you.
sc522_spa_max	You should be nice to me, you know.\I hold your destiny in the palm of my hand.
sc523_spa_1	My skin feels so soft.\This hot spring in the Infernal Realm isn't too bad.
sc523_spa_2	A hot bath on Christmas. Not a bad combination.
sc523_spa_3	You act as if you're special because you have the Christmas Box.\Well, enjoy the feeling while you can.
sc523_spa_4	Santa usually doesn't give presents to demons,\but maybe a cute demon might get it.
sc523_spa_5	Where did you hide the Christmas Box, mm?\Maybe you'd tell me if I tickle you. Tickle, tickle.
