// key	SPECIAL_RAID_NAME_	SPECIAL_RAID_SECOND_NAME_	SPECIAL_RAID_LOCATION_DESC_	SPECIAL_RAID_BUFF_
10000	死亡	邀约	0	
530016	Lv.16	诸神的守护	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
530017	Lv.17	诸神的戒严	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
530018	Lv.18	诸神的支援	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
530019	Lv.19	神圣的抵抗	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
530020	Lv.20	诸神的抗战	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
530021	Lv.21	诸神的火战车	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
530022	Lv.22	诸神的突击	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
530023	Lv.23	诸神的爆击	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
530024	Lv.24	诸神的连击	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
530025	Lv.25	诸神的强击	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
530026	Lv.26	诸神的雷击	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
530027	Lv.27	诸神的急袭	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
530028	Lv.28	诸神的击破	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
530029	Lv.29	诸神的击灭	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
530030	Lv.30	诸神的灾难	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>、<color=ff7b02>弱点攻击</color><color=ffc400>↑</color>、<color=ff7b02>暴击防御</color><color=ffc400>↑</color>、<color=ff7b02>防御力</color><color=ffc400> ↑</color>\<color=ff7b02>弱化减益（石化、沉默、混乱、眩晕、睡眠、重击）</color>及<color=ff7b02>时间系减益无效</color>
531001	Lv.1	魔神的喝斥		
531002	Lv.2	魔神的喝斥		
531003	Lv.3	魔神的喝斥		
531004	Lv.4	魔神的喝斥		
531005	Lv.5	魔神的喝斥		
531006	Lv.6	魔神的喝斥		
531007	Lv.7	魔神的喝斥		
531008	Lv.8	魔神的喝斥		
531009	Lv.9	魔神的喝斥		
531010	Lv.10	魔神的喝斥		
531011	Lv.11	魔神的喝斥		
531012	Lv.12	魔神的喝斥		
531013	Lv.13	魔神的喝斥		
531014	Lv.14	魔神的喝斥		
531015	Lv.15	魔神的喝斥		
531016	Lv.16	魔神的喝斥		
531017	Lv.17	魔神的喝斥		
531018	Lv.18	魔神的喝斥		
531019	Lv.19	魔神的喝斥		
531020	Lv.20	魔神的喝斥		
531021	Lv.21	魔神的喝斥		
531022	Lv.22	魔神的喝斥		
531023	Lv.23	魔神的喝斥		
531024	Lv.24	魔神的喝斥		
531025	Lv.25	魔神的喝斥		
531026	Lv.26	魔神的喝斥		
531027	Lv.27	魔神的喝斥		
531028	Lv.28	魔神的喝斥		
531029	Lv.29	魔神的喝斥		
531030	Lv.30	魔神的喝斥		
5400	诸神强袭	魔界大门开启，古神纷纷降临。		
540001	Lv.1	诸神的战争	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
540002	Lv.2	诸神的猛斗	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
540003	Lv.3	诸神的争斗	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
540004	Lv.4	诸神的格斗	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
540005	Lv.5	诸神的奋斗	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
540006	Lv.6	诸神的血斗	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
540007	Lv.7	诸神的乱斗	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
540008	Lv.8	诸神的电击	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
540009	Lv.9	诸神的血战	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
540010	Lv.10	诸神的激战	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
540011	Lv.11	诸神之盾	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
540012	Lv.12	诸神的要塞	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
540013	Lv.13	诸神的提防	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
540014	Lv.14	诸神的反抗	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
540015	Lv.15	诸神的警戒	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
540016	Lv.16	诸神的守护	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
540017	Lv.17	诸神的戒严	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
540018	Lv.18	诸神的支援	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
540019	Lv.19	神圣的抵抗	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
540020	Lv.20	诸神的抗战	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
540021	Lv.21	诸神的火战车	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
540022	Lv.22	诸神的突击	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
540023	Lv.23	诸神的爆击	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
540024	Lv.24	诸神的连击	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
540025	Lv.25	诸神的强击	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
540026	Lv.26	诸神的雷击	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
540027	Lv.27	诸神的急袭	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
540028	Lv.28	诸神的击破	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
540029	Lv.29	诸神的击灭	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
540030	Lv.30	诸神的灾难	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>增加</color>\<color=ff7b02>弱点防御力</color><color=ffc400>减少</color>、<color=ff7b02>弱点攻击力</color><color=ffc400>增加</color>、<color=ff7b02>防御力</color><color=ffc400>增加</color>\<color=ff7b02>弱化减益（石化、沉默、混乱、眩晕、睡眠、重击）</color>及<color=ff7b02>时间系减益</color>无效\<color=60ff00>\<color=60ff00>盟友：</color><color=ff7b02>暴击率</color><color=ffc400>减少</color>
541001	Lv.1	魔神的喝斥		
541002	Lv.2	魔神的喝斥		
541003	Lv.3	魔神的喝斥		
541004	Lv.4	魔神的喝斥		
541005	Lv.5	魔神的喝斥		
541006	Lv.6	魔神的喝斥		
541007	Lv.7	魔神的喝斥		
541008	Lv.8	魔神的喝斥		
541009	Lv.9	魔神的喝斥		
541010	Lv.10	魔神的喝斥		
541011	Lv.11	魔神的喝斥		
541012	Lv.12	魔神的喝斥		
541013	Lv.13	魔神的喝斥		
541014	Lv.14	魔神的喝斥		
541015	Lv.15	魔神的喝斥		
541016	Lv.16	魔神的喝斥		
541017	Lv.17	魔神的喝斥		
541018	Lv.18	魔神的喝斥		
541019	Lv.19	魔神的喝斥		
541020	Lv.20	魔神的喝斥		
541021	Lv.21	魔神的喝斥		
541022	Lv.22	魔神的喝斥		
541023	Lv.23	魔神的喝斥		
541024	Lv.24	魔神的喝斥		
541025	Lv.25	魔神的喝斥		
541026	Lv.26	魔神的喝斥		
541027	Lv.27	魔神的喝斥		
541028	Lv.28	魔神的喝斥		
541029	Lv.29	魔神的喝斥		
541030	Lv.30	魔神的喝斥		
5500	诸神强袭	魔界大门开启，古神纷纷降临。		
550001	Lv.1	诸神的战争	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
550002	Lv.2	诸神的猛斗	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
550003	Lv.3	诸神的争斗	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
550004	Lv.4	诸神的格斗	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
550005	Lv.5	诸神的奋斗	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
550006	Lv.6	诸神的血斗	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
550007	Lv.7	诸神的乱斗	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
550008	Lv.8	诸神的电击	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
550009	Lv.9	诸神的血战	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
550010	Lv.10	诸神的激战	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
550011	Lv.11	诸神之盾	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
550012	Lv.12	诸神的要塞	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
550013	Lv.13	诸神的提防	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
550014	Lv.14	诸神的反抗	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
550015	Lv.15	诸神的警戒	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
550016	Lv.16	诸神的守护	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
550017	Lv.17	诸神的戒严	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
550018	Lv.18	诸神的支援	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
550019	Lv.19	神圣的抵抗	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
550020	Lv.20	诸神的抗战	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
550021	Lv.21	诸神的火战车	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
550022	Lv.22	诸神的突击	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
550023	Lv.23	诸神的爆击	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
550024	Lv.24	诸神的连击	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
550025	Lv.25	诸神的强击	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
550026	Lv.26	诸神的雷击	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
550027	Lv.27	诸神的急袭	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
550028	Lv.28	诸神的击破	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
550029	Lv.29	诸神的击灭	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
550030	Lv.30	诸神的灾难	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>、<color=ff7b02>弱点攻击</color><color=ffc400>↑</color>、<color=ff7b02>暴击防御</color><color=ffc400>↑</color>、<color=ff7b02>防御力</color><color=ffc400> ↑</color>\<color=ff7b02>弱化减益（石化、沉默、混乱、眩晕、睡眠、重击）</color>及<color=ff7b02>时间系减益无效</color>
551001	Lv.1	魔神的喝斥		
551002	Lv.2	魔神的喝斥		
551003	Lv.3	魔神的喝斥		
551004	Lv.4	魔神的喝斥		
551005	Lv.5	魔神的喝斥		
551006	Lv.6	魔神的喝斥		
551007	Lv.7	魔神的喝斥		
551008	Lv.8	魔神的喝斥		
551009	Lv.9	魔神的喝斥		
551010	Lv.10	魔神的喝斥		
551011	Lv.11	魔神的喝斥		
551012	Lv.12	魔神的喝斥		
551013	Lv.13	魔神的喝斥		
551014	Lv.14	魔神的喝斥		
551015	Lv.15	魔神的喝斥		
551016	Lv.16	魔神的喝斥		
551017	Lv.17	魔神的喝斥		
551018	Lv.18	魔神的喝斥		
551019	Lv.19	魔神的喝斥		
551020	Lv.20	魔神的喝斥		
551021	Lv.21	魔神的喝斥		
551022	Lv.22	魔神的喝斥		
551023	Lv.23	魔神的喝斥		
551024	Lv.24	魔神的喝斥		
551025	Lv.25	魔神的喝斥		
551026	Lv.26	魔神的喝斥		
551027	Lv.27	魔神的喝斥		
551028	Lv.28	魔神的喝斥		
551029	Lv.29	魔神的喝斥		
551030	Lv.30	魔神的喝斥		
560001	Lv.1	贵妇展露笑颜	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
560002	Lv.2	贵妇展露笑颜	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
560003	Lv.3	贵妇展露笑颜	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
560004	Lv.4	贵妇展露笑颜	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
560005	Lv.5	贵妇展露笑颜	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
560006	Lv.6	直到梦之终点	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
560007	Lv.7	直到梦之终点	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
560008	Lv.8	直到梦之终点	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
560009	Lv.9	直到梦之终点	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
560010	Lv.10	直到梦之终点	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
560011	Lv.11	弑师恶魔	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
560012	Lv.12	弑师恶魔	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
560013	Lv.13	弑师恶魔	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
560014	Lv.14	弑师恶魔	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
560015	Lv.15	弑师恶魔	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
560016	Lv.16	狂气的恶魔狩猎	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
560017	Lv.17	狂气的恶魔狩猎	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
560018	Lv.18	狂气的恶魔狩猎	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
560019	Lv.19	狂气的恶魔狩猎	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
560020	Lv.20	狂气的恶魔狩猎	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
560021	Lv.21	地狱之炉的恶魔铁匠	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
560022	Lv.22	地狱之炉的恶魔铁匠	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
560023	Lv.23	地狱之炉的恶魔铁匠	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
560024	Lv.24	地狱之炉的恶魔铁匠	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
560025	Lv.25	地狱之炉的恶魔铁匠	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
560026	Lv.26	地狱之炉的恶魔铁匠	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
560027	Lv.27	地狱之炉的恶魔铁匠	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
560028	Lv.28	地狱之炉的恶魔铁匠	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
560029	Lv.29	地狱之炉的恶魔铁匠	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
560030	Lv.30	随焰燃尽！	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>\<color=ff7b02>弱化减益（石化、沉默、混乱、眩晕、睡眠、重击）</color>和<color=ff7b02>时间系减益无效</color>\<color=60ff00>我方队伍</color>：<color=ff7b02>暴击率</color><color=ffc400>↓</color>
561001	Lv.1	魔神的喝斥		
561002	Lv.2	魔神的喝斥		
561003	Lv.3	魔神的喝斥		
561004	Lv.4	魔神的喝斥		
561005	Lv.5	魔神的喝斥		
561006	Lv.6	魔神的喝斥		
561007	Lv.7	魔神的喝斥		
561008	Lv.8	魔神的喝斥		
561009	Lv.9	魔神的喝斥		
561010	Lv.10	魔神的喝斥		
561011	Lv.11	魔神的喝斥		
561012	Lv.12	魔神的喝斥		
561013	Lv.13	魔神的喝斥		
561014	Lv.14	魔神的喝斥		
561015	Lv.15	魔神的喝斥		
561016	Lv.16	魔神的喝斥		
561017	Lv.17	魔神的喝斥		
561018	Lv.18	魔神的喝斥		
561019	Lv.19	魔神的喝斥		
561020	Lv.20	魔神的喝斥		
5700	诸神强袭	魔界大门开启，古神纷纷降临。		
570001	Lv.1	诸神的战争	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
570002	Lv.2	诸神的猛斗	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
570003	Lv.3	诸神的争斗	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
570004	Lv.4	诸神的格斗	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
570005	Lv.5	诸神的奋斗	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
570006	Lv.6	诸神的血斗	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
570007	Lv.7	诸神的乱斗	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
570008	Lv.8	诸神的电击	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
570009	Lv.9	诸神的血战	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
570010	Lv.10	诸神的激战	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
570011	Lv.11	诸神之盾	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
570012	Lv.12	诸神的要塞	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
570013	Lv.13	诸神的提防	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
570014	Lv.14	诸神的反抗	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
570015	Lv.15	诸神的警戒	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
570016	Lv.16	诸神的守护	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
570017	Lv.17	诸神的戒严	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
570018	Lv.18	诸神的支援	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
570019	Lv.19	神圣的抵抗	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
570020	Lv.20	诸神的抗战	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
570021	Lv.21	诸神的火战车	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
570022	Lv.22	诸神的突击	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
570023	Lv.23	诸神的爆击	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
570024	Lv.24	诸神的连击	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
570025	Lv.25	诸神的强击	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
570026	Lv.26	诸神的雷击	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
570027	Lv.27	诸神的急袭	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
570028	Lv.28	诸神的击破	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
570029	Lv.29	诸神的击灭	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
