// key	SPECIAL_RAID_NAME_	SPECIAL_RAID_SECOND_NAME_	SPECIAL_RAID_LOCATION_DESC_	SPECIAL_RAID_BUFF_
10000	Invitation	From Death		
520006	Lv.6	Bloodbath of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
520007	Lv.7	Brawl of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
520008	Lv.8	Blitz of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
520009	Lv.9	Carnage of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
520010	Lv.10	Hard-fought battle of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
520011	Lv.11	Shield of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
520012	Lv.12	Fortress of the Gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
520013	Lv.13	Embankment of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
520014	Lv.14	Opposition of the Gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
520015	Lv.15	Vigilance of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
520016	Lv.16	Protection of the Gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
520017	Lv.17	High alert of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
520018	Lv.18	Support of the Gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
520019	Lv.19	Holy resistance	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
520020	Lv.20	Resistance of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
520021	Lv.21	Fiery chariot of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>
520022	Lv.22	Onslaught of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>
520023	Lv.23	Bombing of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>
520024	Lv.24	Barrage of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>
520025	Lv.25	Strike of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>
520026	Lv.26	Torpedo attack of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>
520027	Lv.27	Assault of the Gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>
520028	Lv.28	Annihilation of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>
520029	Lv.29	Extermination of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>
520030	Lv.30	Catastrophe of the gods	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Increase DEF <color=ffc400>↑</color></color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>\<color=ff7b02>Nullify Disable Debuffs (Petrify, Silence, Confusion, Stun, Sleep, Smite)</color> & <color=ff7b02>Time-Based Debuffs</color>
521001	Lv.1	Devil's Rebuke		
521002	Lv.2	Devil's Rebuke		
521003	Lv.3	Devil's Rebuke		
521004	Lv.4	Devil's Rebuke		
521005	Lv.5	Devil's Rebuke		
521006	Lv.6	Devil's Rebuke		
521007	Lv.7	Devil's Rebuke		
521008	Lv.8	Devil's Rebuke		
521009	Lv.9	Devil's Rebuke		
521010	Lv.10	Devil's Rebuke		
521011	Lv.11	Devil's Rebuke		
521012	Lv.12	Devil's Rebuke		
521013	Lv.13	Devil's Rebuke		
521014	Lv.14	Devil's Rebuke		
521015	Lv.15	Devil's Rebuke		
521016	Lv.16	Devil's Rebuke		
521017	Lv.17	Devil's Rebuke		
521018	Lv.18	Devil's Rebuke		
521019	Lv.19	Devil's Rebuke		
521020	Lv.20	Devil's Rebuke		
521021	Lv.21	Devil's Rebuke		
521022	Lv.22	Devil's Rebuke		
521023	Lv.23	Devil's Rebuke		
521024	Lv.24	Devil's Rebuke		
521025	Lv.25	Devil's Rebuke		
521026	Lv.26	Devil's Rebuke		
521027	Lv.27	Devil's Rebuke		
521028	Lv.28	Devil's Rebuke		
521029	Lv.29	Devil's Rebuke		
521030	Lv.30	Devil's Rebuke		
5300	Ragna Break	The Infernal Realm's gate opens, and old gods descend.		
530001	Lv.1	War of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
530002	Lv.2	Fierce battle of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
530003	Lv.3	Strife of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
530004	Lv.4	Grappling of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
530005	Lv.5	Struggle of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
530006	Lv.6	Bloodbath of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
530007	Lv.7	Brawl of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
530008	Lv.8	Blitz of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
530009	Lv.9	Carnage of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
530010	Lv.10	Hard-fought battle of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
530011	Lv.11	Shield of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
530012	Lv.12	Fortress of the Gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
530013	Lv.13	Embankment of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
530014	Lv.14	Opposition of the Gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
530015	Lv.15	Vigilance of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
530016	Lv.16	Protection of the Gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
530017	Lv.17	High alert of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
530018	Lv.18	Support of the Gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
530019	Lv.19	Holy resistance	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
530020	Lv.20	Resistance of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
530021	Lv.21	Fiery chariot of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>
530022	Lv.22	Onslaught of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>
530023	Lv.23	Bombing of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>
530024	Lv.24	Barrage of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>
530025	Lv.25	Strike of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>
530026	Lv.26	Torpedo attack of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>
530027	Lv.27	Assault of the Gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>
530028	Lv.28	Annihilation of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>
530029	Lv.29	Extermination of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>
530030	Lv.30	Catastrophe of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400> ↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400> ↓</color>, <color=ff7b02>Weak Point ATK</color><color=ffc400> ↑</color>, <color=ff7b02>Critical DEF</color><color=ffc400> ↑</color>, <color=ff7b02>DEF</color><color=ffc400> ↑</color>\<color=ff7b02>Nullify Disable Debuffs (Petrify, Silence, Confuse, Stun, Sleep, Smite)</color> & <color=ff7b02>Time-based Debuffs</color>
531001	Lv.1	Devil's Rebuke		
531002	Lv.2	Devil's Rebuke		
531003	Lv.3	Devil's Rebuke		
531004	Lv.4	Devil's Rebuke		
531005	Lv.5	Devil's Rebuke		
531006	Lv.6	Devil's Rebuke		
531007	Lv.7	Devil's Rebuke		
531008	Lv.8	Devil's Rebuke		
531009	Lv.9	Devil's Rebuke		
531010	Lv.10	Devil's Rebuke		
531011	Lv.11	Devil's Rebuke		
531012	Lv.12	Devil's Rebuke		
531013	Lv.13	Devil's Rebuke		
531014	Lv.14	Devil's Rebuke		
531015	Lv.15	Devil's Rebuke		
531016	Lv.16	Devil's Rebuke		
531017	Lv.17	Devil's Rebuke		
531018	Lv.18	Devil's Rebuke		
531019	Lv.19	Devil's Rebuke		
531020	Lv.20	Devil's Rebuke		
531021	Lv.21	Devil's Rebuke		
531022	Lv.22	Devil's Rebuke		
531023	Lv.23	Devil's Rebuke		
531024	Lv.24	Devil's Rebuke		
531025	Lv.25	Devil's Rebuke		
531026	Lv.26	Devil's Rebuke		
531027	Lv.27	Devil's Rebuke		
531028	Lv.28	Devil's Rebuke		
531029	Lv.29	Devil's Rebuke		
531030	Lv.30	Devil's Rebuke		
5400	Ragna Break	The Infernal Realm's gate opens, and old gods descend.		
540001	Lv.1	War of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
540002	Lv.2	Fierce battle of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
540003	Lv.3	Strife of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
540004	Lv.4	Grappling of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
540005	Lv.5	Struggle of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
540006	Lv.6	Bloodbath of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
540007	Lv.7	Brawl of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
540008	Lv.8	Blitz of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
540009	Lv.9	Carnage of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
540010	Lv.10	Hard-fought battle of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
540011	Lv.11	Shield of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
540012	Lv.12	Fortress of the Gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
540013	Lv.13	Embankment of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
540014	Lv.14	Opposition of the Gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
540015	Lv.15	Vigilance of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
540016	Lv.16	Protection of the Gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
540017	Lv.17	High alert of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
540018	Lv.18	Support of the Gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
540019	Lv.19	Holy resistance	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
540020	Lv.20	Resistance of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
540021	Lv.21	Fiery chariot of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>
540022	Lv.22	Onslaught of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>
540023	Lv.23	Bombing of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>
540024	Lv.24	Barrage of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>
540025	Lv.25	Strike of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>
540026	Lv.26	Torpedo attack of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>
540027	Lv.27	Assault of the Gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>
540028	Lv.28	Annihilation of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>
540029	Lv.29	Extermination of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>
540030	Lv.30	Catastrophe of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>, <color=ff7b02>Weak Point ATK</color> <color=ffc400>↑</color>, <color=ff7b02>DEF</color><color=ffc400>↑</color> \<color=ff7b02>Nullify Disable Debuffs (Petrify, Silence, Confuse, Stun, Sleep, Smite)</color> & <color=ff7b02>Time-based Debuffs</color>\<color=60ff00>\<color=60ff00>Allies: </color><color=ff7b02>CRT rate</color> <color=ffc400>↓</color>
541001	Lv.1	Devil's Rebuke		
541002	Lv.2	Devil's Rebuke		
541003	Lv.3	Devil's Rebuke		
541004	Lv.4	Devil's Rebuke		
541005	Lv.5	Devil's Rebuke		
541006	Lv.6	Devil's Rebuke		
541007	Lv.7	Devil's Rebuke		
541008	Lv.8	Devil's Rebuke		
541009	Lv.9	Devil's Rebuke		
541010	Lv.10	Devil's Rebuke		
541011	Lv.11	Devil's Rebuke		
541012	Lv.12	Devil's Rebuke		
541013	Lv.13	Devil's Rebuke		
541014	Lv.14	Devil's Rebuke		
541015	Lv.15	Devil's Rebuke		
541016	Lv.16	Devil's Rebuke		
541017	Lv.17	Devil's Rebuke		
541018	Lv.18	Devil's Rebuke		
541019	Lv.19	Devil's Rebuke		
541020	Lv.20	Devil's Rebuke		
541021	Lv.21	Devil's Rebuke		
541022	Lv.22	Devil's Rebuke		
541023	Lv.23	Devil's Rebuke		
541024	Lv.24	Devil's Rebuke		
541025	Lv.25	Devil's Rebuke		
541026	Lv.26	Devil's Rebuke		
541027	Lv.27	Devil's Rebuke		
541028	Lv.28	Devil's Rebuke		
541029	Lv.29	Devil's Rebuke		
541030	Lv.30	Devil's Rebuke		
5500	Ragna Break	The Infernal Realm's gate opens, and old gods descend.		
550001	Lv.1	War of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
550002	Lv.2	Fierce battle of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
550003	Lv.3	Strife of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
550004	Lv.4	Grappling of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
550005	Lv.5	Struggle of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
550006	Lv.6	Bloodbath of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
550007	Lv.7	Brawl of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
550008	Lv.8	Blitz of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
550009	Lv.9	Carnage of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
550010	Lv.10	Hard-fought battle of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
550011	Lv.11	Shield of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
550012	Lv.12	Fortress of the Gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
550013	Lv.13	Embankment of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
550014	Lv.14	Opposition of the Gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
550015	Lv.15	Vigilance of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
550016	Lv.16	Protection of the Gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
550017	Lv.17	High alert of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
550018	Lv.18	Support of the Gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
550019	Lv.19	Holy resistance	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
550020	Lv.20	Resistance of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
550021	Lv.21	Fiery chariot of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>
550022	Lv.22	Onslaught of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>
550023	Lv.23	Bombing of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>
550024	Lv.24	Barrage of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>
550025	Lv.25	Strike of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>
550026	Lv.26	Torpedo attack of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>
550027	Lv.27	Assault of the Gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>
550028	Lv.28	Annihilation of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>
550029	Lv.29	Extermination of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>
550030	Lv.30	Catastrophe of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400> ↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400> ↓</color>, <color=ff7b02>Weak Point ATK</color><color=ffc400> ↑</color>, <color=ff7b02>Critical DEF</color><color=ffc400> ↑</color>, <color=ff7b02>DEF</color><color=ffc400> ↑</color>\<color=ff7b02>Nullify Disable Debuffs (Petrify, Silence, Confuse, Stun, Sleep, Smite)</color> & <color=ff7b02>Time-based Debuffs</color>
551001	Lv.1	Devil's Rebuke		
551002	Lv.2	Devil's Rebuke		
551003	Lv.3	Devil's Rebuke		
551004	Lv.4	Devil's Rebuke		
551005	Lv.5	Devil's Rebuke		
551006	Lv.6	Devil's Rebuke		
551007	Lv.7	Devil's Rebuke		
551008	Lv.8	Devil's Rebuke		
551009	Lv.9	Devil's Rebuke		
551010	Lv.10	Devil's Rebuke		
551011	Lv.11	Devil's Rebuke		
551012	Lv.12	Devil's Rebuke		
551013	Lv.13	Devil's Rebuke		
551014	Lv.14	Devil's Rebuke		
551015	Lv.15	Devil's Rebuke		
551016	Lv.16	Devil's Rebuke		
551017	Lv.17	Devil's Rebuke		
551018	Lv.18	Devil's Rebuke		
551019	Lv.19	Devil's Rebuke		
551020	Lv.20	Devil's Rebuke		
551021	Lv.21	Devil's Rebuke		
551022	Lv.22	Devil's Rebuke		
551023	Lv.23	Devil's Rebuke		
551024	Lv.24	Devil's Rebuke		
551025	Lv.25	Devil's Rebuke		
551026	Lv.26	Devil's Rebuke		
551027	Lv.27	Devil's Rebuke		
551028	Lv.28	Devil's Rebuke		
551029	Lv.29	Devil's Rebuke		
551030	Lv.30	Devil's Rebuke		
560001	Lv.1	The Lady Laughs	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
560002	Lv.2	The Lady Laughs	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
560003	Lv.3	The Lady Laughs	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
560004	Lv.4	The Lady Laughs	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
560005	Lv.5	The Lady Laughs	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
560006	Lv.6	Till Dream's End	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
560007	Lv.7	Till Dream's End	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
